"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","11","20","1","1","sampling_top_k","facebook/contriever",". Question: where do the secretory cells of endocrine glands secrete their products?","119","11_4","0.4081527590751648",": into the bloodstream. Endocrine glands secrete their products into the bloodstream. End","epithelial surface,bloodstream,bloodstream,directly into the bloodstream","42.22464370727539,43.73783874511719,29.330554962158203,22.7528133392334,25.201679229736328,48.01875686645508,44.32304382324219,45.70712661743164,20.864458084106445,37.689430236816406,39.2446174621582,28.3892765045166,26.343730926513672,41.24445343017578,33.66231918334961,28.746875762939453,31.45952033996582,55.270626068115234,55.259910583496094,37.253875732421875","0.044249674106354955","0.17067307692307693","0"
"rag","21","20","1","1","sampling_top_k","facebook/contriever",". Question: who sang one bad apple spoils the bunch?","116","21_1","0.5828673839569092"," Yahoo Answers One Bad Apple Spoils The Bunch is a popular song by The O","The Osmonds","51.54156494140625,35.80818557739258,37.96048355102539,37.40291213989258,48.58832550048828,47.99909973144531,42.09551239013672,47.47160339355469,35.001468658447266,33.20842361450195,53.34413146972656,35.95956039428711,36.70255661010742,34.676177978515625,49.97819900512695,42.42222595214844,38.01214599609375,38.481693267822266,36.76512908935547,23.624597549438477","0.016591439325163958","0.11764705882352941","0"
"rag","3","20","1","1","sampling_top_k","facebook/contriever",". Question: when is the world consumer right day celebrated?","115","3_7","0.445001482963562","Answer: The World Consumer Rights Day is celebrated on 15 March every year.","15 March every year,15 March every year,15 March every year,15 March every year,15 March","39.5870361328125,21.858200073242188,43.59002685546875,52.40214157104492,54.86482620239258,54.56543731689453,39.976165771484375,40.524444580078125,47.08884811401367,57.096519470214844,43.396881103515625,27.0325927734375,35.62120819091797,54.02455139160156,51.37739944458008,52.60356521606445","0.09731464224859211","0.42980392156862746","0"
"rag","4","20","1","1","sampling_top_k","facebook/contriever",". Question: where does safe haven take place in the book?","115","4_1","0.5239965319633484"," eNotes.","Southport , North Carolina,Southport , North Carolina,Southport , North Carolina","48.92523956298828,34.04874801635742,21.468482971191406,34.0985107421875","0","0","0"
"rag","14","20","1","1","sampling_top_k","facebook/contriever",". Question: which site of an enzyme is called allosteric site?","118","14_2","0.4204859733581543","A) active site B) regulatory site C) binding site D) catalytic site.","regulatory site,regulatory site,regulatory site,regulatory site,regulatory site","42.178314208984375,24.27018165588379,28.050844192504883,36.449981689453125,43.38542938232422,54.353275299072266,43.629844665527344,35.25604248046875,45.83403396606445,51.426429748535156,41.67898178100586,20.712093353271484,41.14470291137695,50.9439697265625,42.006591796875,19.199970245361328,26.19961929321289,38.705482482910156","0.04774753205784679","0.2857142857142857","0"
"rag","12","20","1","1","sampling_top_k","facebook/contriever",". Question: who played major hochstetter in hogan's heroes?","119","12_7","0.4065619707107544","Context: McPheeters. Caine is most commonly remembered for his recurring role ( 37","Howard Caine,Howard Caine,Howard Caine,Howard Caine","44.51812744140625,34.420738220214844,41.33124923706055,57.601722717285156,45.80363464355469,31.267601013183594,28.100500106811523,53.28807830810547,52.451759338378906,38.62449645996094,30.695724487304688,43.70549011230469,38.27373123168945,41.220245361328125,55.15348434448242,51.47011947631836,43.627342224121094,47.06989669799805,64.38463592529297,44.00250244140625","0.018724372764461875","0.14285714285714285","0"
"rag","0","20","1","1","sampling_top_k","facebook/contriever",". Question: who has the most goals in soccer 2018?","115","0_1","0.5113937258720398"," Quora The most goals in soccer in 2018 was scored by Harry Kane of Tottenham Hotsp","Ali Daei","50.144386291503906,38.2541618347168,25.46622657775879,46.79866409301758,27.83365821838379,31.903717041015625,30.77712059020996,52.80510711669922,38.784576416015625,45.40480041503906,35.92000961303711,20.72140884399414,50.49513244628906,23.609216690063477,31.4379940032959,51.35365295410156,35.893211364746094,32.328426361083984,52.77829360961914,34.44630813598633","0","0","0"
"rag","1","20","1","1","sampling_top_k","facebook/contriever",". Question: who can be called a man of god?","115","1_1","0.4888061285018921"," Bible Ask - bible.","prophets,beloved religious leaders,prophets,beloved religious leaders,prophets,beloved religious leaders","44.40540313720703,31.95333480834961,18.884410858154297,16.909221649169922,14.645719528198242,24.72122573852539,18.98346710205078","0","0","0"
"rag","10","20","1","1","sampling_top_k","facebook/contriever",". Question: in which year was led zepplin refused entry into singapore because the band members had long hair?","126","10_2","0.6464475393295288","A: The tour was originally planned for February 1972, but was delayed until March due to a","1972","44.29518127441406,21.087366104125977,39.163673400878906,45.57857894897461,33.911102294921875,33.35567092895508,29.52284812927246,48.30662536621094,51.09406280517578,32.197017669677734,37.45732116699219,61.78697204589844,47.52438735961914,25.51688003540039,30.310161590576172,49.3330192565918,28.542835235595703,48.67829132080078,44.45576095581055,16.5909481048584","0","0.1111111111111111","0"
"rag","2","20","1","1","sampling_top_k","facebook/contriever",". Question: who sings the wizards of waverly place theme song?","119","2_1","0.37383586168289185"," Yahoo! Answers The Wizards of Waverly Place theme song is sung by Selena","Selena Gomez,Selena Gomez,Selena Gomez,Selena Gomez,Selena Gomez","48.545597076416016,34.987857818603516,34.47333526611328,30.467201232910156,38.7180290222168,46.23255920410156,53.804046630859375,39.140907287597656,53.76629638671875,48.71535873413086,33.67523956298828,40.10626983642578,42.259586334228516,57.742393493652344,55.092838287353516,48.245872497558594,46.00248718261719,49.88817596435547,21.100236892700195,29.481521606445312","0.018724372764461875","0.13333333333333336","0"
"rag","16","20","1","1","sampling_top_k","facebook/contriever",". Question: when was corporal punishment banned in south africa?","100","16_5","0.39318132400512695","Corporal punishment was banned in South Africa in 1997 with the passage of the Abolition of","1997,1997,1997,1997,1997","51.633174896240234,24.081645965576172,26.325767517089844,59.68769836425781,45.48678207397461,48.28352355957031,58.86014175415039,38.782554626464844,61.96254348754883,51.416439056396484,20.603532791137695,60.346858978271484,49.21385955810547,37.859249114990234,59.69089126586914,45.81143569946289,40.08948516845703,28.015201568603516,28.245960235595703,57.98905944824219","0.01571523700545522","0.11764705882352941","0"
"rag","19","20","1","1","sampling_top_k","facebook/contriever",". Question: role of malonyl coa in fatty acid synthesis?","116","19_5","0.36036354303359985","ty acid synthesis is the process by which fatty acids are synthesized from acetyl - CoA and mal","chain elongation","40.43985366821289,36.13200378417969,43.322235107421875,41.382102966308594,34.602508544921875,29.30917739868164,23.736087799072266,49.80835723876953,38.90082931518555,20.196252822875977,37.94606018066406,36.595436096191406,26.961246490478516,37.98318862915039,21.90450668334961,27.063283920288086,30.296926498413086,41.415958404541016,27.513208389282227,20.387371063232422","0","0","0"
