id,max_length,generation_method,userprompt,n_tokens,predicted,gold,logits,bleu,rouge,correct,n_documents
63,15,beam,. Question: actress who plays penelope garcia on criminal minds? Answer: ,124,"Penelope Garcia is played by Kirsten Vangsness.
","Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (","13.457136154174805,28.50151824951172,22.007984161376953,55.99560546875,46.906497955322266,47.99691390991211,56.44373321533203,23.76656723022461,27.187519073486328,35.05580520629883,36.759185791015625,28.70956802368164,26.13512420654297,52.57274627685547,46.56364822387695",0.0323593484897578,0.4,0,8
45,15,beam,. Question: what city was zeus the patron god of? Answer: ,122,".
Zeus was the king of the gods and the god of","Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had","19.860454559326172,45.923377990722656,50.20585250854492,24.871654510498047,36.88322067260742,50.12776184082031,55.686805725097656,54.96746063232422,53.77914810180664,56.50946807861328,53.83395004272461,53.872013092041016,42.87852478027344,48.572139739990234,49.987281799316406",0.020044994979069,0.0769230769230769,0,8
53,15,beam,. Question: where does the phrase rock chalk jayhawk come from? Answer: ,114, heard it used in a couple of movies and i was wondering where it,the university 's science club in 1886 .,"16.12973976135254,56.40864562988281,50.10581588745117,47.93589782714844,55.4867057800293,52.36116409301758,51.59344482421875,52.79749298095703,52.13871383666992,53.031063079833984,44.08412170410156,52.64106750488281,55.73086166381836,58.94140625,56.033878326416016",0.0175854218944089,0.0952380952380952,0,8
67,15,beam,. Question: when should a non rebreather mask be used? Answer: ,121,a non rebreather mask should be used when the patient is unable,"for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .,patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .,for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .","14.451847076416016,34.72431945800781,46.76631164550781,60.7159538269043,30.877897262573242,39.78441619873047,53.77277374267578,54.39286422729492,59.67668533325195,53.4793815612793,52.71841049194336,32.31101608276367,36.15743637084961,45.60137939453125,31.967449188232422",0.0,0.0468807678110003,0,8
78,15,beam,. Question: locations for the film an englishman who went up a hill? Answer: ,126, seen it in the uk and it was filmed in the north of eng,"Llanrhaeadr - ym - Mochnant and Llansilin in Powys .,Llanrhaeadr - ym - Mochnant and Llansilin in Powys .,Llanrhaeadr - ym - Mochnant and,Llansilin in Powys .","14.009050369262695,51.557865142822266,55.85346221923828,47.77523422241211,55.503273010253906,54.497623443603516,42.4887580871582,52.625030517578125,55.04727554321289,54.134803771972656,59.45235061645508,51.39937973022461,50.3111572265625,48.1597785949707,50.58470153808594",0.0209127088371557,0.1524276377217553,0,8
27,15,beam,. Question: who said life is like a bowl of cherries? Answer: ,127,"est hemingway.
Life  is  Just  a  ","Lew Brown ,","14.349508285522461,33.6246452331543,34.87183380126953,33.50020217895508,55.105098724365234,48.56315612792969,52.5650749206543,17.619834899902344,61.08369827270508,41.29063034057617,65.67611694335938,43.44582748413086,67.44900512695312,45.03455352783203,72.05841064453125",0.0,0.0,0,8
39,15,beam,. Question: who has the most yards per carry in nfl history? Answer: ,126," mcphee.
The  NFL  has  had  ","Emmitt Smith </Td>,Emmitt Smith </Td>,Jim Brown </Td>,Jim Brown </Td>","15.203709602355957,16.66140365600586,18.211694717407227,18.98808479309082,45.42874526977539,50.855064392089844,17.72058868408203,55.604408264160156,43.163394927978516,46.58452606201172,52.60331726074219,32.884681701660156,55.429534912109375,40.8054084777832,61.50083923339844",0.0,0.0,0,8
69,15,beam,. Question: what time is it in alaska time zone? Answer: ,116, been trying to find out what time it is in alaska time zone,UTC â 09 : 00 ),"15.451252937316895,53.042484283447266,51.41978073120117,56.45074462890625,58.000709533691406,57.12644958496094,54.4521598815918,57.550048828125,54.39642333984375,57.962310791015625,57.06191635131836,57.63166809082031,28.119070053100586,51.70140075683594,62.17249298095703",0.0,0.0,0,8
42,15,beam,. Question: when was the miraculous journey of edward tulane published? Answer: ,130,The  Miraculous  Journey  of  Edward  ,"March 30 , 2006 </Td>,March 30 , 2006 </Td>,2006 novel,2006 novel,March 30 , 2006 </Td>","15.187922477722168,36.89508056640625,60.78749084472656,47.62556457519531,26.0949764251709,30.854188919067383,72.18362426757812,48.94721603393555,44.846099853515625,42.437217712402344,70.30416870117188,46.404937744140625,72.48770904541016,46.14088821411133,68.25244140625",0.0,0.0,0,8
66,15,beam,. Question: when did jelly beans became associated with easter? Answer: ,122, been told that jelly beans were first associated with easter in the early,"1930s due,during the 1930s due,sometime during the 1930s due,sometime during the 1930s due,sometime during the 1930s due","14.963052749633789,51.61730194091797,52.564544677734375,53.63143539428711,54.375732421875,60.35582733154297,54.57823944091797,52.35248565673828,55.098819732666016,60.87347412109375,65.6605224609375,45.03219985961914,47.53516387939453,50.77265167236328,57.12702941894531",0.0187243727644618,0.0901960784313725,0,8
9,15,beam,. Question: is jaffa cakes a biscuit or a cake? Answer: ,116," always thought of them as biscuits.
Jaffa Cakes","cakes introduced,Cake </Td>,the Jaffa cake should be considered a cake for tax purposes .,biscuit - sized cakes introduced","14.156063079833984,53.152103424072266,52.07687759399414,57.11186599731445,62.05576705932617,57.45903015136719,59.622623443603516,43.74623489379883,55.10349655151367,48.98054122924805,19.657752990722656,51.49150466918945,50.18254470825195,60.45651626586914,47.53144454956055",0.0285996171617138,0.2359649122807017,0,8
26,15,beam,. Question: where does the last name waters come from? Answer: ,119," been told that it comes from the water of life.
The  ","Wales and Yorkshire .,`` Wat '' , or `` Wa'ter '' , an old pronunciation of Gaultier or Walter ,,the surname Watson ( `` Wat 's son '' ) .,Wales and,Yorkshire .,Wales and,Yorkshire .","16.17159080505371,52.05583190917969,51.08106231689453,52.29627227783203,56.8091926574707,57.18199157714844,58.11273193359375,54.34143829345703,50.801116943359375,42.4575080871582,42.173118591308594,48.88201904296875,49.72295379638672,16.003023147583008,58.30046463012695",0.0256848104718046,0.0297937356760886,0,8
59,15,beam,. Question: the father son and holy spirit in latin? Answer: ,115,"ua filii et spiritus sancti.
The Holy Spirit is","in nomine Patris et Filii et Spiritus Sancti ),Patris et Filii et Spiritus Sancti ),Patris et Filii et Spiritus Sancti ),in nomine Patris et Filii et Spiritus Sancti )","13.366326332092285,22.54776382446289,29.221920013427734,35.50281524658203,29.537311553955078,27.80275535583496,42.546653747558594,32.546836853027344,37.24508285522461,35.756649017333984,50.0207633972168,19.995168685913086,55.32661437988281,55.87324523925781,45.871673583984375",0.0257328502527341,0.5019607843137255,0,8
18,15,beam,. Question: ahana from dil sambhal ja zara real name? Answer: ,119,"Ahanas real name is Ahan Shetty..
.","Smriti Kalra </Td>,Smriti Kalra </Td>,Smriti Kalra </Td>,Smriti Kalra </Td>","14.820389747619629,30.773122787475586,41.30680847167969,30.165462493896484,42.613182067871094,56.7170295715332,53.874839782714844,49.96417999267578,50.22040939331055,33.2337646484375,25.483909606933594,50.59633255004883,48.79840087890625,46.24443054199219,17.663318634033203",0.0,0.0,0,8
89,15,beam,. Question: the patient self-determination act (psda) mandates that? Answer: ,128,the patient self-determination act (psda) mandates that health care,"required many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .,required many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .,many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .","14.207642555236816,37.65726089477539,49.690731048583984,51.55333709716797,66.45877838134766,50.61187744140625,55.254459381103516,58.33728790283203,38.78392791748047,47.98139953613281,60.86838912963867,57.215736389160156,51.334938049316406,44.261329650878906,56.17766571044922",0.0014318304925199,0.085723095898859,0,8
87,15,beam,. Question: uruguay is located along what body of water? Answer: ,116, been told that uruguay is located along the atlantic ocean,Bay of Montevideo </Li>,"14.19122314453125,50.91993713378906,50.86208724975586,39.77450942993164,56.156532287597656,36.783363342285156,53.9035758972168,58.1262092590332,59.26451110839844,63.52375411987305,50.30934143066406,48.99633026123047,32.02341079711914,28.149091720581055,59.93787384033203",0.0,0.0,0,8
97,15,beam,. Question: when did the song holiday road come out? Answer: ,122, been looking for this song for a long time and i cant find it,"June 24 , 1983 </Td>,1983 single,1983 single,June 24 , 1983 </Td>,1983 single","15.821557998657227,53.17521667480469,53.500274658203125,54.10328674316406,55.45681381225586,53.8568000793457,53.21518325805664,56.91358184814453,58.315956115722656,61.405174255371094,53.56697082519531,54.58307647705078,53.45338821411133,54.83407211303711,55.22773742675781",0.0,0.0,0,8
7,15,beam,. Question: who wrote trust and believe by keyshia cole? Answer: ,117, been looking for the lyrics to trust and believe by keyshia co,"Guordan Banks and Jessyca Wilson of R&B duo The Righterz .,Keyshia Cole ,,Darhyl Camper , Jr. ,,Jessyca Wilson &,Guordan Banks </Td>,Guordan Banks and,Jessyca Wilson of,Keyshia Cole ,,Darhyl Camper , Jr. ,,Jessyca Wilson &,Guordan Banks </Td>","16.360328674316406,52.661293029785156,52.66040802001953,53.353607177734375,52.17789077758789,50.58891296386719,51.51947021484375,59.62437057495117,57.709747314453125,55.42648696899414,52.49666213989258,63.45015335083008,50.877662658691406,50.99141311645508,55.751583099365234",0.020044994979069,0.046000376435159,0,8
44,15,beam,. Question: where is net profit on the balance sheet? Answer: ,118,terms  4  See  also  5  References  Purpose,"on the bottom line of the report .,on the bottom line of the report .,on the bottom line of the report .","12.310233116149902,15.29253101348877,52.26603317260742,37.534095764160156,60.86620330810547,30.136816024780273,65.90676879882812,39.251922607421875,63.95654296875,35.6495246887207,64.28091430664062,30.294708251953125,66.13943481445312,39.19587326049805,33.219970703125",0.0,0.0,0,8
84,15,beam,. Question: where is the table of contents found in a book? Answer: ,115, been looking for it for a while now and i cant find it.,"usually appears after the title page , copyright notices , and , in technical journals , the abstract ; and before any lists of tables or figures , the foreword , and the preface .,usually found on a page before the start of a written work ,,usually found on a page before the start of a written work ,,usually found on a page before the start of a written work ,,on a page before the start of a written work , of its chapter or section titles or brief descriptions with their commencing page numbers .","12.632391929626465,53.502933502197266,53.1107063293457,54.38235092163086,53.81901168823242,55.474735260009766,56.372161865234375,57.97517013549805,56.77330780029297,55.23638916015625,55.93817901611328,57.07740020751953,57.712303161621094,59.609230041503906,56.020408630371094",0.0222671573154612,0.0688108108108108,0,8
96,15,beam,. Question: who became the king of ayodhya after ram? Answer: ,116,"o and juliet essay on fate.
The Ramayana is","Kusha ruled,Kusha ruled,Kusha ruled,Kusha -","15.15654468536377,29.622434616088867,42.692474365234375,53.4952507019043,55.70880889892578,39.95071029663086,35.29653549194336,34.37868118286133,47.53231430053711,50.1063232421875,20.330581665039062,53.80970001220703,49.43443298339844,50.31731414794922,49.15923309326172",0.0,0.0,0,8
15,15,beam,. Question: where is net profit on the balance sheet? Answer: ,118,terms  4  See  also  5  References  Purpose,"on the bottom line of the report .,on the bottom line of the report .,on the bottom line of the report .","12.310233116149902,15.29253101348877,52.26603317260742,37.534095764160156,60.86620330810547,30.136816024780273,65.90676879882812,39.251922607421875,63.95654296875,35.6495246887207,64.28091430664062,30.294708251953125,66.13943481445312,39.19587326049805,33.219970703125",0.0,0.0,0,8
17,15,beam,. Question: what is the meaning of the name mandy? Answer: ,114," never heard of this name before, but i think it means ""lov","Lovable </Td>,Lovable </Td>,Lovable </Td>,Lovable </Td>","15.628997802734375,51.09174728393555,54.73799133300781,56.15645980834961,62.46894836425781,52.869903564453125,53.139617919921875,55.38908767700195,54.308868408203125,54.113685607910156,54.17412567138672,59.474952697753906,57.013893127441406,55.34010696411133,47.21091842651367",0.0,0.0,0,8
41,15,beam,. Question: when was the immigration act passed in canada? Answer: ,123,o and juliet act 1 scene 5 summary. The Chinese Immigration Act,"1923 ,,1923 ,,1923 .,1923 ,","12.840124130249023,29.622329711914062,43.37455749511719,55.0362663269043,56.96702194213867,40.07688903808594,36.51996612548828,41.776954650878906,46.632686614990234,35.11066818237305,49.670074462890625,52.43678283691406,51.066829681396484,38.76975631713867,46.12044143676758",0.0,0.0,0,8
24,15,beam,. Question: where does the last name galvez come from? Answer: ,116, been told that it comes from the spanish word galvez which means,"Spanish surname .,Spanish surname","18.173946380615234,51.47903060913086,49.87702178955078,52.114566802978516,55.94538497924805,58.201377868652344,58.579044342041016,51.98424530029297,53.06356430053711,45.38258743286133,45.68489074707031,37.200531005859375,31.8955078125,54.098445892333984,62.94059753417969",0.0,0.1428571428571428,0,8
21,15,beam,. Question: seven union territories of india and their capital? Answer: ,122,Andaman and Nicobar Islands - Port Blair Â Chandig,"Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>,Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>,Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>","15.216135025024414,24.977895736694336,51.82896423339844,57.95899963378906,56.78022766113281,38.66133117675781,61.499366760253906,48.3639030456543,46.88942337036133,58.774051666259766,47.50584030151367,22.950551986694336,24.154760360717773,24.954137802124023,40.95436477661133",0.4111336169005197,0.1682365253793825,0,8
22,15,beam,. Question: who played bailey in the sisterhood of the traveling pants? Answer: ,128, seen the movie and i think it was amanda seyfried.,"Jenna Boyd was,Jenna Boyd was,Jenna Boyd was","14.905831336975098,49.944156646728516,49.58828353881836,55.86907196044922,48.0463752746582,51.86988067626953,53.648441314697266,52.35675048828125,56.10935592651367,40.48868942260742,36.35123825073242,28.915771484375,24.920196533203125,45.93224334716797,50.374961853027344",0.023457495174891,0.1538461538461538,0,8
50,15,beam,. Question: when does a building need a fire pump? Answer: ,118," Fire Pump System Design, Fire Pump System Design, Fire Pump System Design","the local municipal water system can not provide sufficient pressure to meet the hydraulic design requirements of the fire sprinkler system .,when the local municipal water system can not provide sufficient pressure to meet the hydraulic design requirements of the fire sprinkler system .","13.298811912536621,48.94444274902344,52.937477111816406,44.2818717956543,47.19501876831055,48.537208557128906,49.45265197753906,56.4910888671875,49.67072677612305,55.10983657836914,51.173526763916016,53.47753143310547,59.46110153198242,51.741092681884766,56.194793701171875",0.0,0.2388591800356506,0,8
12,15,beam,. Question: where does the last name cintron come from? Answer: ,123, been told that it comes from the word cintron which means a,"Portuguese and Spanish - French origins .,Portuguese and,Spanish - French origins,Portuguese and,Spanish - French origins","16.189926147460938,50.25002670288086,49.62334442138672,51.40589904785156,53.54457473754883,57.40459060668945,57.99729919433594,52.18953323364258,53.151554107666016,36.53078079223633,28.09523582458496,24.18183135986328,51.135074615478516,61.19520950317383,57.742515563964844",0.0,0.0,0,8
20,15,beam,. Question: nitty gritty dirt band fishin in the dark album? Answer: ,118, been looking for this album for a long time. i cant find it,Hold On .,"15.251083374023438,52.79173278808594,53.1160888671875,55.092403411865234,57.73910903930664,54.39924240112305,52.12192916870117,56.67532730102539,58.80605697631836,60.47005844116211,52.57604217529297,49.09334945678711,50.02037048339844,52.13321304321289,56.67923355102539",0.0,0.0,0,8
71,15,beam,. Question: who plays young voldemort in the half blood prince? Answer: ,119," fiennes.
Ian Fiennes, who plays Tom","Hero Beauregard Fiennes - Tiffin (,Hero Beauregard Fiennes - Tiffin (,Hero Beauregard Fiennes - Tiffin (,Hero Beauregard Fiennes - Tiffin (,Hero Beauregard Fiennes - Tiffin (","17.068498611450195,26.4919490814209,28.01643943786621,31.697830200195312,35.6950569152832,48.14619064331055,16.938013076782227,53.85019302368164,49.199974060058594,39.43423843383789,30.864227294921875,27.106246948242188,29.08300018310547,56.184288024902344,40.44129943847656",0.0,0.2,0,8
75,15,beam,. Question: who plays heather in beauty and the beast? Answer: ,129," seen her in a few other shows, but i think she is in","Nicole Gale Anderson (,Nicole Gale Anderson (,Nicole Gale Anderson (,Nicole Gale Anderson (,Nicole Gale Anderson (","14.747687339782715,49.69964599609375,51.50835418701172,48.29520034790039,50.73043441772461,50.73596954345703,50.93815994262695,54.25160217285156,54.850624084472656,50.00848388671875,54.260406494140625,54.863426208496094,54.929622650146484,52.09095001220703,46.09546661376953",0.0,0.0,0,8
57,15,beam,. Question: who is the president of the republic of zambia? Answer: ,122,"m, i think its edgar lungu.
List  of","Edgar Lungu since,Edgar Lungu .,Edgar Lungu since,Edgar Lungu since,Edgar Lungu .","14.023683547973633,34.71843338012695,49.938499450683594,44.75295639038086,54.813865661621094,48.31757354736328,43.12699508666992,36.14876174926758,53.95166015625,50.88050842285156,53.1863899230957,51.644561767578125,31.336599349975586,64.03253936767578,51.581058502197266",0.0,0.3781818181818182,0,8
36,15,beam,. Question: who sang how long has this been going on song? Answer: ,117, been looking for this song for a while now and i cant find it,"Ace from,Ace from,Ace from","16.184667587280273,52.44236373901367,53.83137512207031,54.58354949951172,55.413997650146484,56.03025436401367,53.000465393066406,56.08161926269531,57.206993103027344,56.30950927734375,53.786502838134766,54.810611724853516,54.484130859375,53.48976135253906,55.99378204345703",0.0,0.0,0,8
13,15,beam,. Question: if i die before i wake feed jake original? Answer: ,132, been looking for this song for a while now and i cant find it,American country music band Pirates of the Mississippi .,"14.51417064666748,54.92726516723633,54.91154861450195,55.84941482543945,53.88886260986328,52.2579345703125,53.32554626464844,56.721717834472656,58.95319366455078,55.256187438964844,53.49336624145508,54.960079193115234,55.551815032958984,54.852439880371094,55.982460021972656",0.0,0.0,0,8
55,15,beam,. Question: where is creatine phosphate found in the body? Answer: ,114,Creatine phosphate is found in the muscles of the body. It is,"skeletal muscle and the brain to,muscle cells (,brain ,,heart ,,pancreas .","12.879144668579102,23.292625427246094,32.85344696044922,39.59626388549805,39.58641052246094,41.429107666015625,44.12706756591797,30.023639678955078,28.45623207092285,44.29118347167969,38.663063049316406,40.31233215332031,52.640777587890625,48.22163391113281,48.852455139160156",0.020044994979069,0.073015873015873,0,8
14,15,beam,. Question: what kind of trees have heart shaped leaves? Answer: ,116,The heart-shaped leaves of the American elm (Ulmus americ,"Eastern Redbud </Li>,Linden </Li>,Catalpa </Li>,Eastern Redbud </Li>","13.709212303161621,33.0831184387207,47.63814926147461,53.0274772644043,56.71525573730469,57.83003234863281,51.18730545043945,43.96515655517578,43.71879196166992,26.070816040039062,37.494937896728516,43.15204620361328,32.702056884765625,25.58090591430664,27.30838966369629",0.0,0.0,0,8
70,15,beam,. Question: where was gunsmoke to the last man filmed? Answer: ,121, seen it on tv and i think it was filmed in colorado.,"Tucson , Arizona </Td>,Tucson , Arizona </Td>,Tucson , Arizona </Td>,Tucson , Arizona </Td>","15.593377113342285,51.44518280029297,53.078369140625,49.744747161865234,47.42052459716797,46.10336685180664,50.32434844970703,55.36052322387695,53.61093521118164,57.73661422729492,57.70691680908203,59.176517486572266,49.856483459472656,42.89435577392578,47.03752899169922",0.0,0.0,0,8
2,15,beam,. Question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal? Answer: ,137,Bihar .  In  1855  -  56,"1912 .,1912 .","13.97977066040039,23.991044998168945,49.000343322753906,49.69114303588867,49.165714263916016,26.110069274902344,52.147281646728516,27.79482650756836,63.118343353271484,36.246185302734375,41.448211669921875,60.75078582763672,31.266603469848633,60.8380126953125,32.310462951660156",0.0375934046415699,0.0,0,8
47,15,beam,. Question: yo la tengo theres a riot going on release date? Answer: ,119, been looking for this album for a while now and i cant find it,"March 16 , 2018 .,March 16 , 2018 .,March 16 , 2018 .,March 16 , 2018 .,March 16 , 2018 .","15.708824157714844,54.449283599853516,54.972023010253906,55.32453155517578,53.321861267089844,49.67121124267578,51.819183349609375,58.253746032714844,60.3751220703125,55.873504638671875,53.753013610839844,54.32447814941406,54.910804748535156,55.6306266784668,55.40234375",0.0,0.0,0,8
77,15,beam,. Question: first day collection of mission china assamese film? Answer: ,119,ï¿½à§¦à§¦à§¦à§¦à§¦à§¦ï¿½,"â¹ 39.97 lakh ,","13.85279369354248,20.723217010498047,17.437358856201172,21.141332626342773,17.870018005371094,22.875730514526367,17.798419952392578,22.78611183166504,17.401559829711914,23.769304275512695,18.53683090209961,23.641292572021484,18.4024715423584,23.09152603149414,18.028268814086914",0.0,0.0,0,8
1,15,beam,. Question: who stepped out of the dithyrambic chorus to become the first actor? Answer: ,125,"yphallic.
The  first  actor  was  a","Thespis was,Thespis was,Thespis (","13.156862258911133,18.945816040039062,18.785783767700195,20.63819122314453,38.00010681152344,52.09029769897461,16.749250411987305,48.89764404296875,26.841581344604492,59.20893859863281,46.918277740478516,60.85407257080078,47.39967346191406,57.21534729003906,36.7222785949707",0.0375934046415699,0.1666666666666666,0,8
