"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","255","15","5","10","beam","facebook/contriever",". Question: What caused Skippy to start hearing different voices? 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","914","255_43,255_41,255_26,255_13,255_23,255_39,255_40,255_38,255_22,255_42","0.45988690853118896,0.5313754081726074,0.55618816614151,0.5671305656433105,0.5682236552238464,0.5808280110359192,0.5818421840667725,0.5825046300888062,0.5862551927566528,0.6015830039978027","21.08159065246582"
"rag","181","15","5","10","beam","facebook/contriever",". Question: What was different about the Kung Fu class? 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","747","181_16,181_13,181_25,181_15,181_19,181_23,181_40,181_8,181_24,181_20","0.45615774393081665,0.46490854024887085,0.488933265209198,0.49065691232681274,0.4914063811302185,0.4927721619606018,0.5183892250061035,0.5282719731330872,0.529194712638855,0.5365653038024902","12.868805885314941"
"rag","212","15","5","10","beam","facebook/contriever",". Question: What did Morgan assume when he thought that principles of business would be the same in both worlds? 1) That he would be able to start a business without any issues 2) That he would be able to get a newspaper for free 3) That his money would be good in this world 4) That he could negotiate the price of items at the store. Answer: ","952","212_12,212_35,212_15,212_38,212_13,212_33,212_37,212_36,212_34,212_9","0.5590774416923523,0.5797390937805176,0.6118643879890442,0.6239762306213379,0.6264089345932007,0.634734034538269,0.6369084715843201,0.6381343603134155,0.6384590864181519,0.642859697341919","18.55141830444336"
"rag","269","15","5","10","beam","facebook/contriever",". Question: What is the main factor that makes maglev trains more successful in Asia? 1) More efficient organization of construction projects 2) A greater importance on speed of travel 3) Increased passenger volume 4) More accurate train schedules. Answer: ","783","269_33,269_30,269_32,269_37,269_22,269_31,269_16,269_24,269_14,269_25","0.4088805317878723,0.4538297653198242,0.4666043519973755,0.5154024362564087,0.5187371969223022,0.5505766868591309,0.5718797445297241,0.5919946432113647,0.5998546481132507,0.606871485710144","21.62240982055664"
"rag","315","15","5","10","beam","facebook/contriever",". Question: The narrator's false sense of superiority 1) leads him to believe that he was the mastermind behind the victory over the high roller, but the kid actually was the one who saved the day. 2) almost got them killed when the big roller came to play. 3) turns out to be a huge joke at his expense because they are all exposed. 4) actually comes in handy because he comes up with a great plan to use when the high roller comes in.. Answer: ","924","315_31,315_32,315_36,315_12,315_28,315_2,315_9,269_24,315_11,315_38","0.6490113735198975,0.6875741481781006,0.6999686360359192,0.7091442942619324,0.7125476598739624,0.7127747535705566,0.7144471406936646,0.7154532670974731,0.7251717448234558,0.7262657880783081","30.022869110107422"
"rag","111","15","5","10","beam","facebook/contriever",". Question: How was Nash’s family involved in the story? 1) His two sons and previous wife were talked about 2) His father was a large influence on his life 3) His mother’s influence was discussed at length 4) His parents and wife were discussed. Answer: ","777","111_25,111_5,111_36,111_14,111_33,111_34,111_35,111_26,111_11,111_27","0.5787986516952515,0.5816230773925781,0.602252721786499,0.6086836457252502,0.6108255386352539,0.6316660642623901,0.6379912495613098,0.6393601298332214,0.6428637504577637,0.6463609933853149","28.903650283813477"
"rag","158","15","5","10","beam","facebook/contriever",". Question: Which martial art did the author think was the hardest workout? 1) Tae Kwon Do 2) Kung Fu 3) Jujistui 4) Karate. Answer: ","682","158_15,158_20,158_24,158_43,158_30,158_23,158_8,158_40,158_16,158_13","0.3992319107055664,0.4088701605796814,0.45517468452453613,0.46204710006713867,0.4688318371772766,0.4734465479850769,0.47518086433410645,0.4800781011581421,0.48327070474624634,0.4857800602912903","14.82669448852539"
"rag","278","15","5","10","beam","facebook/contriever",". Question: What type of media does the author believe will be the most influential on the immediate future? 1) Government-approved media 2) Visual media 3) Participatory media 4) Print media. Answer: ","970","278_28,278_22,278_27,278_31,278_32,278_21,278_34,278_25,278_29,278_30","0.4915624260902405,0.5551350116729736,0.5692547559738159,0.5749664902687073,0.5970776081085205,0.6031947135925293,0.603922426700592,0.6094497442245483,0.6155115365982056,0.6194071769714355","21.843759536743164"
"rag","169","15","5","10","beam","facebook/contriever",". Question: Why do some evangelical authors believe that the Antichrist will not be Jewish? 1) They believe that the Antichrist is Henry Kissinger 2) It is thought that the Antichrist will make an agreement with Israel, which would be more likely by a gentile 3) They think that the Antichrist will be a United States President 4) It is believed that the Antichrist will not come until after the upcoming turn of the century. Answer: ","881","169_9,169_31,169_29,169_23,169_34,169_21,169_17,169_26,169_25,169_6","0.37691622972488403,0.4089187979698181,0.4359676241874695,0.4386940598487854,0.44563108682632446,0.47638028860092163,0.478280246257782,0.4826509356498718,0.4932277202606201,0.49691474437713623","11.244468688964844"
"rag","265","15","5","10","beam","facebook/contriever",". Question: Why did the Maglev trains not become popular in the western hemisphere? 1) People did not like traveling so fast 2) The technology was unreliable 3) Their cost was not justifiable 4) All of the other answers are correct. Answer: ","653","269_37,265_37,269_33,265_33,269_32,265_32,269_16,265_16,269_24,265_24","0.47387897968292236,0.47387897968292236,0.4863124489784241,0.4863124489784241,0.5047335624694824,0.5047335624694824,0.5139366984367371,0.5139366984367371,0.517807126045227,0.517807126045227","6.451228618621826"
"rag","38","15","5","10","beam","facebook/contriever",". Question: Who was on the list of those who knew about Kennedy's affair? 1) The Secret Service members were the only ones who knew what was going on. 2) His wife and mistress were the only two who knew about the affair. 3) He did not have an affair. 4) His aids, secretary, drivers, guards, Secret Service, the domestic staff, and many friends and family members of both parties.. Answer: ","667","38_10,38_18,38_12,38_17,38_11,38_7,38_31,38_8,38_14,38_41","0.3306933641433716,0.46272265911102295,0.4797202944755554,0.512326717376709,0.5139458179473877,0.5239051580429077,0.531907320022583,0.5382568836212158,0.545577883720398,0.5482590198516846","21.030986785888672"
"rag","105","15","5","10","beam","facebook/contriever",". Question: What is the musical’s relationship like between Monica and Linda? 1) Monica and Linda conspired together to hatch the plan 2) Monica keeps reiterating the story over and over in different ways to Linda 3) Linda does not believe what Monica is telling here and discredits it 4) Linda presses for details and Monica obliges. Answer: ","799","105_1,105_28,105_24,105_32,105_19,105_25,105_27,105_23,105_11,105_36","0.5493103861808777,0.557153582572937,0.5696040987968445,0.5738993883132935,0.5951098799705505,0.5995841026306152,0.6038293242454529,0.6140459775924683,0.6144476532936096,0.6171562671661377","27.189048767089844"
"rag","239","15","5","10","beam","facebook/contriever",". Question: What made father realize he couldn't memory-wash Ronnie? 1) Others would notice and it would hurt Dad's reputation 2) Ronnie would just learn to read again 3) The technology wouldn't work on someone so young 4) Ronnie had already ingrained reading in his memory permanently . Answer: ","900","239_32,239_10,239_29,239_9,239_7,239_28,239_27,239_14,239_8,239_51","0.43747055530548096,0.4468995928764343,0.46507108211517334,0.473064124584198,0.48959606885910034,0.49461138248443604,0.4985505938529968,0.5038449764251709,0.5172464847564697,0.5287612676620483","26.959484100341797"
"rag","75","15","5","10","beam","facebook/contriever",". Question: Why do owners want to build large ballparks? 1) they want to increase the total number of seats 2) they can afford it and don't need to budget 3) they want to sell more expensive tickets to the rich 4) they want to help bring an economic boom to the area. Answer: ","717","75_24,75_13,75_31,75_36,75_38,75_16,75_20,75_17,75_11,75_27","0.44357407093048096,0.45238620042800903,0.45429331064224243,0.4605060815811157,0.4635915160179138,0.4682047963142395,0.46886855363845825,0.4809156060218811,0.4867420792579651,0.4917817711830139","24.45204734802246"
"rag","344","15","5","10","beam","facebook/contriever",". Question: Which answer doesn't support the idea that green OA isn't likely to cause subscription cancellations? 1) 6 2) 4 3) 2 4) 10. Answer: ","674","344_18,344_39,344_5,344_36,344_45,344_30,344_21,344_16,344_1,344_6","0.4107552170753479,0.42465364933013916,0.42760854959487915,0.43085652589797974,0.43229252099990845,0.4344835877418518,0.4496142268180847,0.4580985903739929,0.4584592580795288,0.46873772144317627","18.957551956176758"
"rag","108","15","5","10","beam","facebook/contriever",". Question: How is the topic of slavery treated in inaugural speeches? 1) It is not treated with proper gravity, and referred to only in terms of progress 2) Is was mentioned 17 times in the Roosevelt address 3) It is often referenced in inaugural speeches from the 1850s through the 1960s 4) Its reference depends on the political party in power. Answer: ","890","108_29,108_17,108_27,108_32,108_4,108_18,108_33,108_22,108_36,108_31","0.46502310037612915,0.46586692333221436,0.4676952362060547,0.5019938945770264,0.5117274522781372,0.5194211006164551,0.5203243494033813,0.5211771726608276,0.5268415212631226,0.5281668901443481","19.99239730834961"
"rag","210","15","5","10","beam","facebook/contriever",". Question: Why is Parks stuck on Earth? 1) He is outlawed on his own planet 2) He must to finish his mission before his is allowed to leave 3) The warp beacon blew up 4) His rocket ship blew up. Answer: ","579","75_3,75_13,210_27,210_37,158_24,158_15,158_8,158_26,158_40,158_20","0.6111811995506287,0.6289335489273071,0.6403546333312988,0.6469607353210449,0.6495529413223267,0.6594939231872559,0.6610817909240723,0.6714650392532349,0.6734151840209961,0.6763092279434204","26.403961181640625"
"rag","29","15","5","10","beam","facebook/contriever",". Question: Of the following options, who might enjoy reading this the most? 1) A creationist who wants to prove that evolution isn't real through the ways in which adopted and biological children are treated differently. 2) A potential parent deciding between adopting a child and having a biological child. 3) A preteen who's adopted and wants to learn more about the differences between parenting of adopted and biological children.  4) A high schooler interested in learning more about family dynamics and the chemical/evolutionary processes with regard to parenting.. Answer: ","787","29_17,29_25,29_27,29_4,29_23,29_14,29_11,29_15,29_26,29_13","0.596142590045929,0.6033422946929932,0.6103906631469727,0.6146854758262634,0.6161693930625916,0.627887487411499,0.6357404589653015,0.6453484296798706,0.6461848020553589,0.6466090679168701","25.439367294311523"
"rag","178","15","5","10","beam","facebook/contriever",". Question: What does the author NOT rate for each class? 1) The difficulty of the workout. 2) The cost of each class.  3) The degree that the class requires contact with other participants.  4) If the skills are useful for self-defense.. Answer: ","620","158_24,178_24,158_20,178_20,158_40,178_40,158_15,178_15,158_17,178_17","0.416007399559021,0.416007399559021,0.45787161588668823,0.45787161588668823,0.4588472843170166,0.4588472843170166,0.48891139030456543,0.48891139030456543,0.5032190084457397,0.5032190084457397","6.031895637512207"
"rag","321","15","5","10","beam","facebook/contriever",". Question: How does Neeshan feel initially when he sees the Free'l doing magic correctly? 1) He is not surprised.  He knew he would be able to get them to do it eventually. 2) He wonders who helped them learn magic because he could take no credit for their work. 3) He almost feels a sense of pride and excitement. 4) He is angry because it took them too long to finally get it.. Answer: ","993","321_42,321_17,321_38,321_35,321_18,321_32,321_2,321_26,321_37,321_20","0.41862356662750244,0.4445110559463501,0.46595460176467896,0.4768391251564026,0.4906380772590637,0.4971727728843689,0.5135185718536377,0.5137556195259094,0.5177574157714844,0.5286142826080322","24.12248420715332"
"rag","213","15","5","10","beam","facebook/contriever",". Question: Why did Parks want to speak with Morgan? 1) Morgan had enough knowledge to help Parks build a beacon 2) Parks found Morgan by pure chance 3) Morgan had enough money to help Parks build a ship 4) Morgan could write Parks' story and spread it for him. Answer: ","931","213_37,213_23,213_30,213_13,213_11,213_12,213_36,213_35,213_21,213_6","0.4615929126739502,0.4928709864616394,0.501619815826416,0.5341966152191162,0.5349271297454834,0.5458557605743408,0.5769041776657104,0.5802444219589233,0.5805618762969971,0.5823426842689514","18.619863510131836"
"rag","238","15","5","10","beam","facebook/contriever",". Question: Why is it likely that reading was outlawed? 1) To save paper for environmental purposes  2) To make the population have a lower intelligence 3) To control what content the population was able to consume 4) So that readers could retain their power. Answer: ","530","178_24,108_19,108_35,108_18,178_40,108_3,178_21,178_20,238_23,178_8","0.6362189054489136,0.6395891308784485,0.6530389785766602,0.6560828685760498,0.6672732830047607,0.6744652986526489,0.6763245463371277,0.6778574585914612,0.683609127998352,0.6863225698471069","35.177459716796875"
"rag","63","15","5","10","beam","facebook/contriever",". Question: Why did the addresses change in style over time? 1) The presidents had different problems to address 2) They were adapting to the changing populace 3) They deteriorated over time 4) They got less wordy. Answer: ","957","108_18,63_18,108_5,63_5,108_9,63_9,108_4,63_4,108_13,63_13","0.5230530500411987,0.5230530500411987,0.5368940234184265,0.5368940234184265,0.5442577600479126,0.5442577600479126,0.566186785697937,0.566186785697937,0.5746327042579651,0.5746327042579651","5.425016403198242"
"rag","71","15","5","10","beam","facebook/contriever",". Question: Which is true? 1) All newer ballparks have top-level seating closer to the field than ever 2) Newer ballparks do not have upper deck seating 3) All newer ballparks have top-level seating further away from the field than ever 4) Some newer ballparks have top-level seating further away from the field than ever. Answer: ","866","71_13,71_11,71_14,71_16,71_38,71_20,71_24,71_15,71_35,71_32","0.3440003991127014,0.37577521800994873,0.4522901177406311,0.4743613004684448,0.4756789207458496,0.4927957057952881,0.5071191787719727,0.5081380605697632,0.5152068138122559,0.5178415775299072","19.32257652282715"
"rag","167","15","5","10","beam","facebook/contriever",". Question: What effect does the author believe the Antichrist myth has on Judaism as a whole? 1) It is fuel for antisemitism 2) It is unimportant  3) It sheds a good light on modern day Jews 4) It brings attention to the plight of the Jewish people. Answer: ","766","167_30,167_3,167_6,167_9,167_10,167_23,167_34,167_29,167_31,167_1","0.471116304397583,0.4786475896835327,0.4900844097137451,0.4902495741844177,0.4962632656097412,0.5064668655395508,0.5108377933502197,0.5200344324111938,0.5241901874542236,0.5279741287231445","14.514286994934082"
"rag","199","15","5","10","beam","facebook/contriever",". Question: Why are people less satisfied with their smile now than in previous generations? 1) People had nicer smiles in the past 2) Plastic implants are not as effective as amalgam fillings 3) They aren't 4) They have different expectations. Answer: ","834","199_12,199_16,199_32,199_28,199_25,199_10,199_30,199_11,199_31,199_29","0.44987940788269043,0.49615323543548584,0.5019654035568237,0.5066641569137573,0.5070350170135498,0.5165276527404785,0.5285699367523193,0.529617428779602,0.5303503274917603,0.5324869155883789","25.218429565429688"
"rag","333","15","5","10","beam","facebook/contriever",". Question: How does the author likely feel about the present? 1) He is optimistic 2) He is cynical 3) This is an impossible question to answer based on the article 4) He does not feel anything. Answer: ","504","63_35,178_24,63_6,63_18,178_21,63_36,178_20,63_26,213_39,63_4","0.5761722326278687,0.6326861381530762,0.6370428204536438,0.6430709362030029,0.6640558242797852,0.6657083034515381,0.6695119142532349,0.6696286201477051,0.67320716381073,0.6744524836540222","36.976104736328125"
"rag","176","15","5","10","beam","facebook/contriever",". Question: What is the author’s major criticism of the documentary Mr. Death? 1) The film is offensive.  2) The film does not include a counterargument to Leuchter's argument.  3) The film is shallow and emotionless. 4) The film contains false information. . Answer: ","854","176_32,176_24,176_33,176_27,176_26,176_20,176_23,176_30,176_29,176_25","0.46642065048217773,0.48118144273757935,0.49894100427627563,0.5011975765228271,0.5388661623001099,0.5573326349258423,0.5723252892494202,0.5741827487945557,0.5893088579177856,0.6090614795684814","24.704607009887695"
"rag","347","15","5","10","beam","facebook/contriever",". Question: Which most closely describes how the author feels? 1) Green OA should not be stifled regardless of cost 2) Gold OA is more successful than green OA 3) If green OA causes too many cancellations, it should be stopped 4) TA publishing is going to lose a lot of money because of green OA. Answer: ","760","347_39,347_18,347_36,347_21,347_3,347_42,347_16,347_1,347_43,347_7","0.3674898147583008,0.4228590130805969,0.4369686245918274,0.4443468451499939,0.45119887590408325,0.4530261158943176,0.45788460969924927,0.4644865393638611,0.4698958396911621,0.47005748748779297","21.64280128479004"
"rag","166","15","5","10","beam","facebook/contriever",". Question: What is the author referencing when they say Christian imperialism? 1) The attempt to change Judaism to include Jesus as messiah 2) The attempt to include Muhammad 3) The New World being colonized by Christians 4) The crusades and other violent acts of Christians. Answer: ","638","166_10,166_16,166_7,166_21,166_3,166_14,166_30,166_31,166_23,166_15","0.5081826448440552,0.5304552316665649,0.5361027121543884,0.5803190469741821,0.5904062986373901,0.5945615768432617,0.600398063659668,0.6009491682052612,0.6092853546142578,0.6121735572814941","19.274568557739258"
"rag","218","15","5","10","beam","facebook/contriever",". Question: Why did the demonstrator reduce the price to $3 for Biff? 1) Biff only had $3 in cash.  2) Biff said the gadget was only worth $1. 3) He knew Biff would buy it for such a low price. 4) It costs $4 to make, so he would still make a profit.. Answer: ","1014","218_2,218_10,218_11,218_1,218_21,218_19,218_8,218_12,218_5,218_13","0.5055501461029053,0.5524476170539856,0.5861666202545166,0.5930912494659424,0.5995631217956543,0.6171903014183044,0.6313057541847229,0.6440404653549194,0.6492083072662354,0.6621106863021851","23.276350021362305"
"rag","339","15","5","10","beam","facebook/contriever",". Question: What isn't a problem happening because people don't face their emotions? 1) increasing mental health disorders 2) people are finding unhealthy ways to solve problems 3) women and minorities are being ignored more often 4) blame gets pushed onto others. Answer: ","754","339_15,339_27,339_10,339_34,339_44,339_42,339_25,339_41,347_2,339_28","0.5623253583908081,0.5698962807655334,0.625855565071106,0.6449205279350281,0.64498370885849,0.6616525650024414,0.6631543636322021,0.6632444858551025,0.6635432839393616,0.6637275218963623","32.82887649536133"
"rag","162","15","5","10","beam","facebook/contriever",". Question: What is a quality included in each of the martial art descriptions that was not mentioned in the introductory paragraphs? 1) Coordination and balance 2) Degree-of-contact 3) Reputation 4) Intimidation. Answer: ","634","162_24,162_40,162_20,162_26,162_8,162_15,162_43,162_16,162_34,162_25","0.3914831280708313,0.4320768713951111,0.4412311315536499,0.45857298374176025,0.4616268277168274,0.4741833209991455,0.47469931840896606,0.4756244421005249,0.4842880368232727,0.4966784119606018","15.896871566772461"
"rag","290","15","5","10","beam","facebook/contriever",". Question: What does the author use as a counterpoint to the concerns of the publishers about subscription cancelations?  1) The success of Gold OA policies for publishers  2) A lack of empirical evidence  3) The systematic requirement of waivers  4) The fact that green OA practices were the standard in the past . Answer: ","824","290_39,290_3,290_1,290_5,290_18,290_45,290_21,290_4,290_36,290_16","0.3506109118461609,0.3670004606246948,0.393707275390625,0.4003199338912964,0.40416502952575684,0.4114915132522583,0.41393256187438965,0.42580127716064453,0.4303241968154907,0.4437953233718872","21.374509811401367"
"rag","109","15","5","10","beam","facebook/contriever",". Question: What is the most spoken about topic in inaugural speeches that were analyzed? 1) Foreign wars 2) Slavery 3) Women's rights 4) Taxes. Answer: ","813","109_27,109_22,109_17,109_7,109_4,109_36,109_5,109_25,109_32,109_33","0.46275758743286133,0.4722634553909302,0.47747188806533813,0.486519455909729,0.48768752813339233,0.4995977282524109,0.5109851360321045,0.5219446420669556,0.525728702545166,0.5268508195877075","23.003334045410156"
"rag","208","15","5","10","beam","facebook/contriever",". Question: Why did the people at the mayor's office and Police station laugh at Parks? 1) He claimed he was an extra-terrestrial 2) He waited for hours to speak to someome 3) He had inhuman like features 4) He wouldn't tell them where he lived. Answer: ","878","208_13,208_6,208_23,208_14,208_37,208_21,208_30,162_16,162_8,208_17","0.5821733474731445,0.5960114598274231,0.598616898059845,0.6064985990524292,0.6298514604568481,0.6323785781860352,0.6352026462554932,0.6482781767845154,0.652717113494873,0.6548532843589783","21.47251319885254"
"rag","117","15","5","10","beam","facebook/contriever",". Question: What is the difference between how baseball stadiums used to be paid for and how they are paid for at the time of this writing? 1) They have always been paid for by stadium owners, and the owners now have so much more money they can upgrade the parks 2) They were paid for by team owners, and now mostly by taxpayers 3) They have always been paid by taxpayers, but now there is more tax money going towards it 4) They used to be payed for by taxes, but as they became more expensive the team owners began having to pay for them. Answer: ","891","117_17,117_13,117_20,117_38,117_32,117_26,117_21,117_28,117_24,117_31","0.46730107069015503,0.4942471385002136,0.4995485544204712,0.5018009543418884,0.5191295742988586,0.5280811190605164,0.5330484509468079,0.5413637757301331,0.5436409711837769,0.5458559393882751","18.171058654785156"
"rag","104","15","5","10","beam","facebook/contriever",". Question: What was the important thing for Linda to do? 1) Cover up the details for Monica 2) Speak with the president 3) Deny ever hearing Monica tell the story 4) Get a recording of Monica telling the story. Answer: ","844","104_28,104_11,104_32,104_1,104_23,104_24,104_19,104_27,104_36,104_21","0.48405683040618896,0.508345365524292,0.5113292932510376,0.5389776825904846,0.5426167845726013,0.5475260019302368,0.5557354092597961,0.578117847442627,0.5782449245452881,0.6033398509025574","27.763887405395508"
"rag","20","15","5","10","beam","facebook/contriever",". Question: What is one of the things that give Mike McCurry a ""plus?"" 1) He completely enjoyed his time in the spotlight in regards to this scandal. 2) He did his best to defend Clinton. 3) He spoke out against Monica. 4) He quit his position.. Answer: ","805","20_46,20_39,20_33,20_42,20_26,20_51,20_34,20_13,20_41,20_20","0.46539896726608276,0.46883875131607056,0.4838610887527466,0.48425835371017456,0.48843562602996826,0.4968162178993225,0.49918133020401,0.5026262998580933,0.503446102142334,0.5064847469329834","13.724029541015625"
"rag","115","15","5","10","beam","facebook/contriever",". Question: What is the trend happening in new stadium construction? 1) There are escalators to bring fans right from the parking lots 2) All seats are getting closer to the action with new steel construction methods 3) Fans spend more time in the restaurants than at their seats 4) Cheap seats are getting further away from the action due to being higher from the field. Answer: ","706","117_13,115_13,117_11,115_11,117_8,115_8,117_38,115_38,117_14,115_14","0.39082884788513184,0.39082884788513184,0.4641153812408447,0.4641153812408447,0.47137850522994995,0.47137850522994995,0.491283118724823,0.491283118724823,0.49474334716796875,0.49474334716796875","5.722661018371582"
"rag","9","15","5","10","beam","facebook/contriever",". Question: When does the author think we will have an Olympics in which no new records are set? 1) Never 2) At some point in the far future 3) Within 20 years 4) Within 40 years. Answer: ","811","9_37,9_32,9_1,9_19,9_29,9_12,9_33,9_31,9_5,9_6","0.49084633588790894,0.5106677412986755,0.590951681137085,0.6022186279296875,0.6038066744804382,0.6146518588066101,0.6182879209518433,0.6186235547065735,0.6186494827270508,0.6246302723884583","24.39695930480957"
"rag","132","15","5","10","beam","facebook/contriever",". Question: What was the general set up of the experiment? 1) The tasters each brought their favorite beer and poured it into 10 different cups to be blindly dispersed to the rest of the participants 2) The tasters had a list of the names of the beers and had to assign them to cups labelled only with letters based on how they tasted 3) The tasters chose the best and worst out of a set of 5 beers, and the author ran statistics to come out with rankings 4) The tasters were completely blind to which beers were being used in the experiment. Answer: ","862","132_24,132_26,132_29,132_33,132_27,132_45,132_47,132_40,132_28,132_36","0.34452247619628906,0.3749922513961792,0.38138270378112793,0.40171366930007935,0.40472090244293213,0.4154091477394104,0.4221084713935852,0.4408242702484131,0.46683162450790405,0.466905415058136","25.440196990966797"
