"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","66","15","5","15","beam","facebook/contriever",". Question: where does the last name andersen originate from?","1351","66_1,66_11,66_10,66_9,66_6,66_2,66_3,66_4,66_5,66_8,66_7,66_12,66_13,67_13,69_12","0.39353978633880615,0.4381603002548218,0.4560062885284424,0.4822050929069519,0.49095505475997925,0.49297553300857544,0.5098767280578613,0.5133522748947144,0.5196563005447388,0.5562556385993958,0.5638441443443298,0.6040320992469788,0.6267082691192627,0.641213059425354,0.6481207609176636","8.359692573547363"
"rag","9","15","5","15","beam","facebook/contriever",". Question: how long did the democrats control the house and senate?","1268","9_3,9_4,9_5,9_1,9_6,9_7,9_9,9_8,9_2,66_13,69_12,67_13,42_21,66_12,66_10","0.36488091945648193,0.3780577778816223,0.42609351873397827,0.44097578525543213,0.4420580267906189,0.523357629776001,0.5400733947753906,0.5577027797698975,0.5620983839035034,0.6133196353912354,0.6227366328239441,0.6292518377304077,0.6824777126312256,0.6907349824905396,0.6934620141983032","6.308857440948486"
"rag","26","15","5","15","beam","facebook/contriever",". Question: who sang in the movie i walk the line?","1269","26_1,26_3,26_13,66_13,26_10,26_15,26_5,67_13,69_12,26_6,26_8,26_9,26_7,26_11,26_4","0.510503888130188,0.5540208220481873,0.6335201859474182,0.6352380514144897,0.6375129222869873,0.6430883407592773,0.6549731492996216,0.6581424474716187,0.6641339063644409,0.6735517978668213,0.6765432357788086,0.6767439246177673,0.6805295944213867,0.7041925191879272,0.7151943445205688","9.188410758972168"
"rag","59","15","5","15","beam","facebook/contriever",". Question: who is the premier of northern cape 2018?","1229","59_1,59_2,59_7,59_6,59_3,59_5,59_4,66_13,69_12,67_13,66_12,42_21,42_1,66_11,67_9","0.4165988564491272,0.4227801561355591,0.4241618514060974,0.523210883140564,0.5432614684104919,0.5451602935791016,0.6023313999176025,0.634597897529602,0.6590970754623413,0.6605147123336792,0.6730995774269104,0.6896693706512451,0.7147786617279053,0.7227163910865784,0.724048376083374","7.701743125915527"
"rag","18","15","5","15","beam","facebook/contriever",". Question: who owns the biggest house in beverly hills?","1498","18_2,18_9,18_1,18_18,18_12,18_16,18_15,18_20,18_19,18_7,18_6,18_22,18_14,18_4,18_11","0.47363054752349854,0.4749230146408081,0.513821005821228,0.5144290924072266,0.516120195388794,0.5620560646057129,0.5644934177398682,0.5733629465103149,0.5758460760116577,0.5901999473571777,0.5965335369110107,0.5991086959838867,0.6031554341316223,0.6103501319885254,0.6133008003234863","9.513803482055664"
"rag","89","15","5","15","beam","facebook/contriever",". Question: who sings god is great beer is good?","1385","89_4,69_12,89_12,42_11,89_16,89_15,42_12,89_9,42_8,89_10,89_3,59_7,42_1,89_14,89_7","0.6249012351036072,0.6805628538131714,0.6943514347076416,0.7012264132499695,0.7023444771766663,0.7061219215393066,0.7080190181732178,0.712114691734314,0.7171945571899414,0.7175823450088501,0.7223494052886963,0.7289001941680908,0.738822340965271,0.7398172616958618,0.7399080991744995","12.8486909866333"
"rag","87","15","5","15","beam","facebook/contriever",". Question: what does the air gap do on a dishwasher?","1419","87_3,87_4,87_1,87_2,87_7,87_8,87_6,87_9,87_5,87_10,18_2,18_9,42_12,87_11,42_8","0.3667508363723755,0.4300895929336548,0.4378095865249634,0.4572923183441162,0.5096907615661621,0.527285099029541,0.5489606857299805,0.5904387831687927,0.6430840492248535,0.6581639647483826,0.6942495107650757,0.6970700025558472,0.6975051760673523,0.698388934135437,0.7052100896835327","12.848960876464844"
"rag","97","15","5","15","beam","facebook/contriever",". Question: who is the first indian climber of mount everest?","1489","97_3,97_21,97_12,97_20,97_11,97_19,97_10,97_4,97_16,97_2,97_5,97_7,97_9,97_6,97_22","0.40176403522491455,0.40263229608535767,0.41009169816970825,0.41697555780410767,0.4217982292175293,0.42182743549346924,0.4265980124473572,0.4385465979576111,0.44296199083328247,0.4518304467201233,0.45908695459365845,0.4611845016479492,0.46842843294143677,0.470425009727478,0.4712149500846863","12.83497142791748"
"rag","7","15","5","15","beam","facebook/contriever",". Question: what is in a pat o brien hurricane?","1227","7_5,7_1,7_2,7_4,97_23,7_3,87_11,7_14,89_10,18_22,7_6,87_1,89_18,7_15,89_16","0.5481581687927246,0.5583107471466064,0.5787479281425476,0.6106871366500854,0.6361312866210938,0.6664630174636841,0.6723026037216187,0.6907745599746704,0.6934889554977417,0.6970477104187012,0.7014850974082947,0.7036364078521729,0.7037663459777832,0.7050387859344482,0.7078818082809448","13.676725387573242"
"rag","44","15","5","15","beam","facebook/contriever",". Question: what is the name of son of lord krishna?","1510","44_16,44_14,44_18,44_8,44_10,44_2,44_9,44_1,44_3,44_5,44_11,44_6,44_17,44_21,44_13","0.5411081314086914,0.5527166724205017,0.5587035417556763,0.5729058980941772,0.5770130157470703,0.579082190990448,0.5799318552017212,0.5819876194000244,0.5846080780029297,0.5883640050888062,0.5933966636657715,0.6041275262832642,0.6084944009780884,0.6123778223991394,0.6151772737503052","12.687554359436035"
"rag","84","15","5","15","beam","facebook/contriever",". Question: who played anna in once upon a time?","1251","84_5,84_1,84_4,84_6,84_3,97_23,44_23,84_9,18_22,87_11,18_9,97_16,97_19,18_20,97_20","0.4916694164276123,0.5056592226028442,0.560198962688446,0.5788912177085876,0.586676836013794,0.6225283145904541,0.6371587514877319,0.6378821134567261,0.6506267786026001,0.6697437167167664,0.6882681846618652,0.6965920925140381,0.6985286474227905,0.7032879590988159,0.7055462598800659","8.756560325622559"
"rag","96","15","5","15","beam","facebook/contriever",". Question: what is the average salary for a us congressman?","1297","96_14,96_11,96_13,96_1,96_12,96_4,97_23,96_3,84_9,96_8,96_9,44_23,96_5,18_22,96_7","0.45694220066070557,0.5167113542556763,0.5188655853271484,0.5326017737388611,0.58867347240448,0.5923687219619751,0.6280417442321777,0.6362286806106567,0.6443778276443481,0.6472290754318237,0.648953378200531,0.6500999927520752,0.6560186743736267,0.676694929599762,0.6799659132957458","9.24946117401123"
"rag","15","15","5","15","beam","facebook/contriever",". Question: what type of joint connects the incus with the malleus?","1259","15_1,15_2,15_5,15_3,15_6,84_9,44_23,97_23,15_4,18_22,18_2,44_4,18_9,18_1,15_7","0.4829651117324829,0.5170429944992065,0.5362871885299683,0.5548586845397949,0.6368836164474487,0.6543950438499451,0.660255491733551,0.6633998155593872,0.6727422475814819,0.6752824187278748,0.6945763230323792,0.696370542049408,0.7002278566360474,0.7206303477287292,0.7211868762969971","9.73320484161377"
"rag","17","15","5","15","beam","facebook/contriever",". Question: when was the lupus foundation of america founded?","1409","17_4,17_12,17_2,17_6,17_7,17_5,17_1,17_11,17_9,17_3,17_13,17_8,17_10,97_23,84_9","0.32590460777282715,0.3282991051673889,0.34099966287612915,0.35542935132980347,0.36100226640701294,0.36887407302856445,0.37024813890457153,0.3791029453277588,0.39022600650787354,0.3919394612312317,0.4190446138381958,0.4564782381057739,0.4805709719657898,0.6177388429641724,0.6397531032562256","7.259267807006836"
"rag","41","15","5","15","beam","facebook/contriever",". Question: what started the war between us and japan?","1460","41_3,41_1,41_17,41_8,41_2,41_5,41_4,41_10,41_16,41_12,41_9,41_13,41_15,41_11,97_23","0.5222247242927551,0.5227248668670654,0.5249277949333191,0.5263944864273071,0.5295812487602234,0.5383033156394958,0.5436258912086487,0.5480446815490723,0.5555620789527893,0.5620326399803162,0.5705089569091797,0.5788770318031311,0.5805220603942871,0.6045703887939453,0.6402410268783569","10.390739440917969"
"rag","24","15","5","15","beam","facebook/contriever",". Question: who sang i put a spell on you in hocus pocus?","1415","24_13,24_1,24_21,24_12,24_3,24_18,24_2,24_5,24_8,84_9,24_16,97_23,24_4,24_15,24_14","0.5742486715316772,0.5820406675338745,0.6370190978050232,0.6575348377227783,0.6612217426300049,0.6727272272109985,0.6793180704116821,0.6793615221977234,0.6916756629943848,0.6920009851455688,0.6925678253173828,0.6933413743972778,0.6987117528915405,0.7003124952316284,0.709283173084259","9.854273796081543"
"rag","21","15","5","15","beam","facebook/contriever",". Question: who played jennifer in back to the future?","1275","21_2,21_7,21_6,21_3,21_10,21_8,21_13,21_4,21_12,21_11,97_23,41_18,21_1,21_15,21_9","0.5505572557449341,0.5547623634338379,0.5555531978607178,0.5580109357833862,0.5644217133522034,0.6006404161453247,0.6088514924049377,0.6103236675262451,0.6157246828079224,0.6256917715072632,0.6387602686882019,0.6856409311294556,0.6924813985824585,0.6932873129844666,0.6966592073440552","15.612329483032227"
"rag","22","15","5","15","beam","facebook/contriever",". Question: where are the cardiac and vasomotor centers found?","1211","22_1,22_8,22_2,22_3,22_5,22_4,15_5,21_15,15_4,97_23,22_7,15_6,22_9,22_6,41_18","0.4481942057609558,0.5787687301635742,0.5818321108818054,0.639060378074646,0.6555328369140625,0.6894851922988892,0.6964520215988159,0.6973758935928345,0.6982494592666626,0.7003989815711975,0.7006354928016663,0.7012342214584351,0.711390495300293,0.719423770904541,0.7309707403182983","11.8948974609375"
"rag","50","15","5","15","beam","facebook/contriever",". Question: who was the first to say i'm going to disney world?","1415","50_1,50_17,50_15,50_20,50_14,50_18,50_3,50_7,50_6,50_5,50_12,97_23,50_21,97_20,50_2","0.4484078884124756,0.5278308391571045,0.5402358174324036,0.5592242479324341,0.5883681178092957,0.6065493822097778,0.6138380765914917,0.6415846347808838,0.6416415572166443,0.6452381610870361,0.6472541689872742,0.6501021385192871,0.6509514451026917,0.655571460723877,0.6614447832107544","13.535658836364746"
"rag","12","15","5","15","beam","facebook/contriever",". Question: who sings the whiskey ain't workin anymore?","1381","12_1,12_2,12_9,12_16,12_3,12_17,12_7,12_11,12_15,12_8,12_13,12_14,12_6,97_23,12_19","0.484000563621521,0.5222888588905334,0.5238504409790039,0.5523384809494019,0.572641909122467,0.5811771154403687,0.5994148254394531,0.6033036112785339,0.6066685318946838,0.6083725690841675,0.6127504110336304,0.6129845380783081,0.6376117467880249,0.6390125155448914,0.6404239535331726","9.515620231628418"
"rag","20","15","5","15","beam","facebook/contriever",". Question: this inventor co-created the film fred ott’s sneeze?","1261","20_1,20_7,20_2,20_6,20_8,20_5,50_21,12_19,97_23,20_3,97_20,21_11,21_12,21_15,12_7","0.4165055751800537,0.4188896417617798,0.5060348510742188,0.5550220012664795,0.5772335529327393,0.6549434661865234,0.6561009883880615,0.6649700999259949,0.6759735345840454,0.6942148208618164,0.6972428560256958,0.698932945728302,0.7026004791259766,0.704169750213623,0.7163985371589661","8.589025497436523"
"rag","71","15","5","15","beam","facebook/contriever",". Question: what goes on the bottom of shepherd's pie?","1326","71_1,71_4,71_3,71_2,71_9,71_6,71_11,71_5,71_10,71_24,71_8,71_26,12_19,71_7,50_21","0.44567734003067017,0.47872602939605713,0.49661093950271606,0.5282914042472839,0.5584969520568848,0.5673636198043823,0.5982939004898071,0.6158002614974976,0.6226747632026672,0.633080244064331,0.6381221413612366,0.6478875875473022,0.6605355739593506,0.6629713177680969,0.6631174683570862","10.48698902130127"
"rag","75","15","5","15","beam","facebook/contriever",". Question: who sang the most number of songs in the world?","1202","75_1,75_19,75_4,75_18,75_17,75_2,75_5,75_3,71_26,12_19,75_20,75_24,21_15,75_15,75_21","0.5755904316902161,0.5797280669212341,0.5990932583808899,0.616946816444397,0.6341724395751953,0.6342024803161621,0.6350069046020508,0.6354698538780212,0.6464935541152954,0.6481515765190125,0.6553707122802734,0.660132646560669,0.6654887199401855,0.6660387516021729,0.6692084074020386","11.118982315063477"
"rag","57","15","5","15","beam","facebook/contriever",". Question: who owns spirit of the suwannee music park?","1286","57_1,57_3,57_6,57_2,57_5,71_26,12_19,12_11,12_7,12_13,21_15,12_16,12_6,12_8,20_7","0.37197721004486084,0.402005672454834,0.46734607219696045,0.4990304708480835,0.514544665813446,0.640341579914093,0.6452783346176147,0.6980825662612915,0.7142824530601501,0.7155703902244568,0.7203892469406128,0.7231907248497009,0.7244056463241577,0.727156937122345,0.728205144405365","10.048466682434082"
"rag","36","15","5","15","beam","facebook/contriever",". Question: who is the singer of kal ho na ho?","1214","36_1,36_10,36_7,36_6,36_2,36_8,36_5,36_12,71_26,36_4,12_19,36_3,36_9,12_11,20_10","0.4431993365287781,0.4930878281593323,0.508990466594696,0.5458201169967651,0.5504476428031921,0.5882068872451782,0.6013064384460449,0.6275663375854492,0.6317669749259949,0.6324459314346313,0.641503095626831,0.6418994665145874,0.6529498100280762,0.6890088319778442,0.6939284801483154","9.060239791870117"
"rag","13","15","5","15","beam","facebook/contriever",". Question: what episode does marnie come back in geordie shore?","1241","13_1,13_5,13_11,13_12,13_9,13_3,13_10,13_4,13_13,13_6,71_26,71_4,12_19,71_9,71_1","0.4778022766113281,0.5006505846977234,0.5314944982528687,0.5358027219772339,0.543999195098877,0.5725865364074707,0.5798506140708923,0.5972585678100586,0.6022422313690186,0.6742509007453918,0.6762340068817139,0.685329794883728,0.6949580907821655,0.7067716121673584,0.7122970223426819","8.180106163024902"
"rag","55","15","5","15","beam","facebook/contriever",". Question: is jaffa cakes a biscuit or a cake?","1513","55_2,55_8,55_1,55_3,55_10,55_15,55_4,55_6,55_7,55_11,55_13,55_5,55_9,55_12,55_16","0.388083815574646,0.3928682804107666,0.4190945029258728,0.43129652738571167,0.46925854682922363,0.4809749126434326,0.4826529026031494,0.4838804602622986,0.48758018016815186,0.489590048789978,0.5126578211784363,0.5358610153198242,0.539587140083313,0.5660645961761475,0.5775441527366638","11.300665855407715"
"rag","14","15","5","15","beam","facebook/contriever",". Question: who sings love will keep us alive by the eagles?","1373","14_1,14_12,14_10,14_2,14_11,14_14,14_9,14_15,14_6,14_13,12_19,71_26,14_16,14_8,14_7","0.45936018228530884,0.5401599407196045,0.5420815348625183,0.5442110896110535,0.544853687286377,0.5466670989990234,0.561795711517334,0.5839461088180542,0.6020498275756836,0.6064813733100891,0.6067295074462891,0.6147767305374146,0.6161836385726929,0.6248869299888611,0.6350194811820984","10.084166526794434"
"rag","70","15","5","15","beam","facebook/contriever",". Question: who sings the theme song for the tv show cops?","1266","70_6,70_7,71_26,70_1,70_2,70_13,70_11,70_18,14_9,70_12,14_15,70_8,14_10,70_10,14_18","0.5210562348365784,0.6393316388130188,0.6514911651611328,0.6560080051422119,0.6584922075271606,0.6615136861801147,0.6638270616531372,0.6725887656211853,0.6747158169746399,0.680621862411499,0.6839377284049988,0.686343252658844,0.6988968849182129,0.6992186307907104,0.6998696327209473","9.913102149963379"
"rag","2","15","5","15","beam","facebook/contriever",". Question: when did 10 shilling note go out of circulation?","1445","2_1,2_3,2_5,2_8,2_11,2_2,2_4,2_7,2_6,2_10,2_13,2_12,2_14,2_9,71_26","0.4052329659461975,0.43175315856933594,0.43309491872787476,0.47953617572784424,0.48016393184661865,0.4867364764213562,0.4975207448005676,0.5015980005264282,0.5170260071754456,0.5210199356079102,0.5300061702728271,0.577439546585083,0.5782212018966675,0.6007338166236877,0.6642181873321533","10.153342247009277"
"rag","47","15","5","15","beam","facebook/contriever",". Question: who sang the songs on walk the line?","1272","47_1,47_3,47_13,14_15,14_9,47_10,14_14,71_26,14_11,47_8,47_5,14_12,47_15,2_15,47_6","0.5078678131103516,0.5593585968017578,0.6151098012924194,0.636197566986084,0.6437572240829468,0.6455283164978027,0.6581919193267822,0.6604831218719482,0.6614038944244385,0.6666895151138306,0.6699023246765137,0.6710690259933472,0.6722625494003296,0.673127293586731,0.6748987436294556","11.192451477050781"
"rag","77","15","5","15","beam","facebook/contriever",". Question: who sang the song should have been a cowboy?","1514","77_1,77_5,77_6,77_7,77_9,77_11,77_2,77_17,77_10,77_16,77_14,77_12,77_15,14_9,14_12","0.49210113286972046,0.5544652938842773,0.5807193517684937,0.5842264294624329,0.589779794216156,0.6128149628639221,0.6134226322174072,0.6225957274436951,0.6244182586669922,0.6256378889083862,0.6285335421562195,0.6294306516647339,0.6295356750488281,0.6427725553512573,0.6499966979026794","10.703896522521973"
"rag","1","15","5","15","beam","facebook/contriever",". Question: who sang i ran all the way home?","1443","1_3,1_1,71_26,77_17,14_15,77_10,77_12,77_5,1_2,1_5,77_16,14_9,1_6,14_10,2_1","0.6009569764137268,0.6250650882720947,0.6751724481582642,0.6805169582366943,0.6877188682556152,0.688035249710083,0.690255880355835,0.6945551633834839,0.6962250471115112,0.6965067386627197,0.697736918926239,0.6986222863197327,0.6990231275558472,0.6995126605033875,0.7007920145988464","15.521932601928711"
