"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","68","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang the song good morning good morning? Answer: ","1037","68_1,7_10,38_7,68_5,7_9,93_10,93_11,93_5,93_4,7_2","0.3134108781814575,0.34304600954055786,0.36730653047561646,0.3745373487472534,0.37916505336761475,0.38518160581588745,0.3884139060974121,0.3916414976119995,0.39169442653656006,0.393477201461792"," been looking for this song for a while now","Judy Garland and,Mickey Rooney .,Debbie Reynolds ,,Gene Kelly and,Donald O'Connor .","14.382442474365234,53.292236328125,54.75648498535156,54.86656188964844,53.601497650146484,56.094093322753906,51.75489807128906,55.90961456298828,57.24173355102539,55.86899185180664","0","0","0"
"rag","31","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when does season 8 of shameless come back? Answer: ","1020","31_1,31_15,31_2,31_19,31_27,7_17,31_11,7_16,31_21,31_3","0.25695931911468506,0.3051592707633972,0.3059333562850952,0.3301110863685608,0.33915334939956665,0.347176194190979,0.3481866121292114,0.34976083040237427,0.35651683807373047,0.36099255084991455"," been waiting for season 8 of shameless to","November 5 , 2017 .,November 5 , 2017 .,November 5 , 2017 .,November 5 , 2017 .,November 5 , 2017 .","15.365023612976074,52.53404235839844,54.45822525024414,54.18124008178711,57.75468444824219,60.58987808227539,51.88048553466797,65.79188537597656,20.977645874023438,52.35543441772461","0","0","0"
"rag","81","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: which level of weight bearing often comes with a set number of pounds? Answer: ","1016","81_8,81_9,79_25,81_1,81_4,81_3,81_7,81_6,81_5,81_2","0.20996642112731934,0.2315908670425415,0.23710942268371582,0.23794156312942505,0.23801296949386597,0.2419402003288269,0.2479468584060669,0.2536455988883972,0.25553756952285767,0.3028385043144226"," been told that the first level of weight bearing","Partial weight - bearing :","13.195627212524414,51.89623260498047,50.22358322143555,46.43281173706055,47.10599136352539,50.16139221191406,46.81875991821289,51.25048065185547,55.99723815917969,64.7806396484375","0.030601688609851067","0.3333333333333333","0"
"rag","63","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: actress who plays penelope garcia on criminal minds? Answer: ","1065","63_3,63_14,63_15,63_27,63_24,63_8,63_23,63_12,63_2,7_16","0.24442058801651,0.2952191233634949,0.3004346489906311,0.33393049240112305,0.33393096923828125,0.34504759311676025,0.35578083992004395,0.35687869787216187,0.37096333503723145,0.37986671924591064","Kirsten Vangsness. Question:","Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (","12.676007270812988,34.52436447143555,49.29424285888672,49.48683166503906,56.59633255004883,44.55183410644531,37.7530632019043,44.391395568847656,44.881492614746094,50.96079635620117","0.05194672862155564","0.6666666666666666","0"
"rag","45","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what city was zeus the patron god of? Answer: ","1049","45_7,45_15,45_4,45_13,45_10,45_9,45_11,45_3,45_12,45_5","0.20300441980361938,0.2103838324546814,0.21368956565856934,0.21871960163116455,0.23366737365722656,0.23535668849945068,0.23717087507247925,0.23997169733047485,0.24025404453277588,0.24977964162826538",".
The  polis .  ","Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had,Elis and,Olympia had","17.39888572692871,47.232200622558594,51.31504440307617,19.087251663208008,54.059844970703125,38.5838737487793,33.84172439575195,64.85175323486328,32.84433364868164,61.60824203491211","0","0","0"
"rag","53","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does the phrase rock chalk jayhawk come from? Answer: ","1021","53_1,53_4,53_2,53_11,53_12,53_9,53_13,53_6,53_10,53_5","0.2781909108161926,0.28097808361053467,0.30180680751800537,0.3030860424041748,0.3218756318092346,0.3334113359451294,0.3373139500617981,0.3483988046646118,0.35402441024780273,0.3573315143585205"," heard it used in the movie the game plan","the university 's science club in 1886 .","13.519291877746582,54.688133239746094,50.571380615234375,48.34642791748047,55.74992370605469,55.00920104980469,53.07882308959961,40.34292984008789,26.289775848388672,32.08341979980469","0.030601688609851067","0.125","0"
"rag","67","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when should a non rebreather mask be used? Answer: ","1046","67_2,67_11,67_9,67_4,67_16,67_17,67_10,67_3,67_7,67_1","0.2696130871772766,0.2700836658477783,0.2702444791793823,0.2712444067001343,0.2910153865814209,0.29164475202560425,0.30083560943603516,0.30282479524612427,0.3114265203475952,0.3301994800567627","Non-rebreather masks are used when","for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .,patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .,for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance .","13.457985877990723,36.84843444824219,59.17875671386719,53.15407943725586,27.57036590576172,36.54482650756836,56.57736587524414,54.17006301879883,48.78743362426758,53.57013702392578","0","0","0"
"rag","78","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: locations for the film an englishman who went up a hill? Answer: ","1053","78_27,78_1,78_18,78_22,78_4,78_26,78_25,78_12,78_14,78_10","0.22788280248641968,0.2294597625732422,0.24191176891326904,0.25273656845092773,0.2549765110015869,0.2653694748878479,0.2777804136276245,0.2968429923057556,0.30676978826522827,0.3087019920349121"," seen the film and i think it was filmed","Llanrhaeadr - ym - Mochnant and Llansilin in Powys .,Llanrhaeadr - ym - Mochnant and Llansilin in Powys .,Llanrhaeadr - ym - Mochnant and,Llansilin in Powys .","14.926948547363281,52.57718276977539,53.6695556640625,58.93449020385742,48.2546501159668,50.60894012451172,53.595550537109375,54.544002532958984,55.665260314941406,51.63312911987305","0.02302676613984314","0.10096153846153846","0"
"rag","27","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who said life is like a bowl of cherries? Answer: ","1023","27_1,78_18,27_12,27_9,78_25,78_17,27_11,7_9,27_3,45_28","0.239912748336792,0.3241352438926697,0.3426453471183777,0.3431258797645569,0.36348551511764526,0.3827899694442749,0.4004303216934204,0.40428662300109863,0.4098566174507141,0.41027605533599854","o and juliet.
Life Is Just","Lew Brown ,","14.043153762817383,37.4393196105957,41.64479064941406,51.59886169433594,47.280269622802734,46.04150390625,50.132503509521484,15.442726135253906,59.933589935302734,58.9509162902832","0","0","0"
"rag","39","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who has the most yards per carry in nfl history? Answer: ","1055","39_21,39_2,39_1,39_3,39_22,39_27,39_20,39_23,39_34,39_33","0.19284510612487793,0.20788055658340454,0.21953284740447998,0.23357731103897095,0.24053001403808594,0.24605673551559448,0.26895904541015625,0.2697121500968933,0.2755089998245239,0.2801845669746399"," morris. Question: who has the most","Emmitt Smith </Td>,Emmitt Smith </Td>,Jim Brown </Td>,Jim Brown </Td>","14.862120628356934,16.100173950195312,25.24338722229004,44.94157028198242,51.64521026611328,49.51955032348633,52.62935256958008,52.88705062866211,48.86951446533203,57.20037841796875","0","0","0"
"rag","69","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what time is it in alaska time zone? Answer: ","1041","69_1,69_14,69_5,69_11,69_16,69_12,69_13,69_7,69_30,69_23","0.22518283128738403,0.22871756553649902,0.22956931591033936,0.2415158748626709,0.2471473217010498,0.2479097843170166,0.25657373666763306,0.2572941780090332,0.25783586502075195,0.2581963539123535"," been trying to figure out what time it is","UTC − 09 : 00 )","13.882410049438477,53.11525344848633,51.646026611328125,55.46361541748047,57.57801818847656,62.41435241699219,55.90178298950195,56.979095458984375,53.85789489746094,57.51405334472656","0","0","0"
"rag","42","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when was the miraculous journey of edward tulane published? Answer: ","1051","42_1,78_25,42_3,45_25,53_6,45_27,42_12,42_9,53_3,42_10","0.2517915964126587,0.3131035566329956,0.3233473300933838,0.3367909789085388,0.34023135900497437,0.3411916494369507,0.34354615211486816,0.3457127809524536,0.35297590494155884,0.3574872612953186","The Miraculous Journey of Edward Tulane","March 30 , 2006 </Td>,March 30 , 2006 </Td>,2006 novel,2006 novel,March 30 , 2006 </Td>","13.8682222366333,31.38161849975586,57.518577575683594,27.446735382080078,30.251209259033203,63.17646408081055,58.58021545410156,57.1336784362793,56.4874153137207,34.133758544921875","0","0","0"
"rag","66","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when did jelly beans became associated with easter? Answer: ","1042","66_5,66_4,66_7,66_3,66_2,66_10,66_1,79_27,66_15,78_18","0.24863159656524658,0.33240270614624023,0.3457181453704834,0.34685224294662476,0.3740745782852173,0.3748686909675598,0.3819769024848938,0.38280946016311646,0.38305461406707764,0.3864237070083618"," heard that jelly beans were first associated with eas","1930s due,during the 1930s due,sometime during the 1930s due,sometime during the 1930s due,sometime during the 1930s due","14.846450805664062,54.00150680541992,53.130096435546875,54.99653625488281,62.16627883911133,54.5450439453125,53.84104919433594,57.37948226928711,62.14730453491211,67.03280639648438","0","0","0"
"rag","9","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: is jaffa cakes a biscuit or a cake? Answer: ","1054","9_14,9_1,9_2,9_4,9_11,9_15,9_17,9_5,9_9,9_12","0.2135137915611267,0.2233874797821045,0.2368432879447937,0.24540168046951294,0.2562263011932373,0.2660371661186218,0.26759201288223267,0.2695390582084656,0.2720832824707031,0.27374017238616943"," always thought of them as biscuits, but","cakes introduced,Cake </Td>,the Jaffa cake should be considered a cake for tax purposes .,biscuit - sized cakes introduced","14.247734069824219,53.52690124511719,53.03012466430664,57.93327713012695,62.846961975097656,57.5986442565918,62.12738800048828,39.83234405517578,55.94770431518555,52.142032623291016","0","0.045454545454545456","0"
"rag","26","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does the last name waters come from? Answer: ","1030","26_23,26_22,26_19,78_16,26_3,26_20,78_25,26_24,26_5,53_6","0.280931293964386,0.3110843896865845,0.32402920722961426,0.33962225914001465,0.34186506271362305,0.3616635799407959,0.3625083565711975,0.362720787525177,0.3707698583602905,0.37239813804626465"," been told that it comes from the word wat","Wales and Yorkshire .,`` Wat '' , or `` Wa'ter '' , an old pronunciation of Gaultier or Walter ,,the surname Watson ( `` Wat 's son '' ) .,Wales and,Yorkshire .,Wales and,Yorkshire .","15.729104995727539,52.75022506713867,51.16167449951172,52.88003921508789,57.34553146362305,57.76268005371094,59.2833251953125,55.25206756591797,52.72101593017578,53.01316452026367","0.0206052556810215","0.052380952380952375","0"
"rag","59","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: the father son and holy spirit in latin? Answer: ","1034","59_6,59_19,59_2,59_4,59_18,59_11,59_1,59_5,59_10,59_17","0.21433591842651367,0.2339416742324829,0.242389976978302,0.2577630281448364,0.2910935878753662,0.30136752128601074,0.3026096820831299,0.3041185736656189,0.3056943416595459,0.31040704250335693","�trɪnɪt�","in nomine Patris et Filii et Spiritus Sancti ),Patris et Filii et Spiritus Sancti ),Patris et Filii et Spiritus Sancti ),in nomine Patris et Filii et Spiritus Sancti )","10.972963333129883,21.479087829589844,22.746131896972656,20.937557220458984,21.816617965698242,29.65131378173828,24.804431915283203,23.891204833984375,34.09778594970703,22.756366729736328","0","0","0"
"rag","18","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: ahana from dil sambhal ja zara real name? Answer: ","1024","18_36,18_1,18_37,18_35,18_2,18_32,18_31,18_38,18_33,18_34","0.26658743619918823,0.275567889213562,0.30523282289505005,0.307223379611969,0.3102715015411377,0.31380999088287354,0.315049946308136,0.3484402894973755,0.3486276865005493,0.35305285453796387",".
Dil Sambhal Ja Z","Smriti Kalra </Td>,Smriti Kalra </Td>,Smriti Kalra </Td>,Smriti Kalra </Td>","14.449737548828125,38.909454345703125,32.504825592041016,14.19090461730957,47.744625091552734,42.12001419067383,41.14751052856445,41.94100570678711,50.101890563964844,43.299652099609375","0","0","0"
"rag","89","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: the patient self-determination act (psda) mandates that? Answer: ","1047","89_13,89_1,89_22,89_25,89_10,89_3,89_6,89_7,89_24,89_19","0.21332675218582153,0.2337055802345276,0.2458122968673706,0.2488311529159546,0.24914371967315674,0.2552911043167114,0.25770795345306396,0.26501500606536865,0.2756602168083191,0.2760189175605774","the patient self-determination act (psda","required many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .,required many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .,many hospitals , nursing homes , home health agencies , hospice providers , health maintenance organizations ( HMOs ) , and other health care institutions to provide information about advance health care directives to adult patients upon their admission to the healthcare facility .","13.591877937316895,35.9034309387207,48.895957946777344,48.83285140991211,64.93512725830078,48.30821990966797,54.255638122558594,58.22867965698242,37.487396240234375,42.29182815551758","0.000018704276051920803","0.04688076781100037","0"
"rag","87","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: uruguay is located along what body of water? Answer: ","1026","87_1,87_4,87_2,87_3,26_1,42_9,89_11,69_24,66_1,42_12","0.2556154727935791,0.2687729597091675,0.3445885181427002,0.3600121736526489,0.3715860843658447,0.38722848892211914,0.39906609058380127,0.4054613709449768,0.40558862686157227,0.40627825260162354"," been told that uruguay is located along","Bay of Montevideo </Li>","13.825560569763184,50.6182975769043,51.01959228515625,41.64784622192383,56.41069412231445,32.99708938598633,55.64374923706055,57.76427459716797,58.982948303222656,63.65486145019531","0","0","0"
"rag","97","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when did the song holiday road come out? Answer: ","1044","97_2,97_9,97_11,97_10,97_3,97_19,97_24,97_4,68_5,66_14","0.2881760597229004,0.3344320058822632,0.3391605615615845,0.3398172855377197,0.3454324007034302,0.3481254577636719,0.34977155923843384,0.351440966129303,0.35371679067611694,0.36876773834228516"," been looking for the song holiday road by l","June 24 , 1983 </Td>,1983 single,1983 single,June 24 , 1983 </Td>,1983 single","14.679323196411133,54.177696228027344,54.94595718383789,55.03534698486328,55.29890441894531,53.84418869018555,57.86491012573242,62.37392044067383,49.98073959350586,62.89995193481445","0","0","0"
"rag","7","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who wrote trust and believe by keyshia cole? Answer: ","1042","7_2,7_7,7_31,7_3,7_25,7_5,7_9,7_10,7_4,7_22","0.26778537034988403,0.28283005952835083,0.31489527225494385,0.31720560789108276,0.3212968111038208,0.3302438259124756,0.3528515100479126,0.3556697964668274,0.37107419967651367,0.3717308044433594"," been looking for the lyrics to trust and believe","Guordan Banks and Jessyca Wilson of R&B duo The Righterz .,Keyshia Cole ,,Darhyl Camper , Jr. ,,Jessyca Wilson &,Guordan Banks </Td>,Guordan Banks and,Jessyca Wilson of,Keyshia Cole ,,Darhyl Camper , Jr. ,,Jessyca Wilson &,Guordan Banks </Td>","15.495220184326172,51.52745056152344,52.55404281616211,52.683837890625,50.49838638305664,49.88533401489258,51.35626220703125,59.94309997558594,58.30366134643555,51.95470428466797","0.0206052556810215","0.024242424242424242","0"
"rag","44","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where is net profit on the balance sheet? Answer: ","1048","44_11,44_13,44_16,44_7,44_6,44_1,44_10,44_9,44_8,44_20","0.22427910566329956,0.22774040699005127,0.2463001012802124,0.24993932247161865,0.2543654441833496,0.2591935396194458,0.2647687792778015,0.26531606912612915,0.2677326202392578,0.2732418179512024","Net profit is the bottom line of the income","on the bottom line of the report .,on the bottom line of the report .,on the bottom line of the report .","13.226603507995605,32.92180633544922,58.74999237060547,47.403724670410156,45.10098648071289,49.385040283203125,60.45438766479492,45.901268005371094,50.57503890991211,53.39502716064453","0.44632361378533286","0.6250000000000001","0"
"rag","84","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where is the table of contents found in a book? Answer: ","1014","84_2,84_11,84_5,84_8,84_9,84_1,84_13,66_18,84_21,84_7","0.20931005477905273,0.22684931755065918,0.2571777105331421,0.2606574296951294,0.2610691785812378,0.27094054222106934,0.2946135401725769,0.30122387409210205,0.31058651208877563,0.3110460638999939","~~~ The table of contents is found at the","usually appears after the title page , copyright notices , and , in technical journals , the abstract ; and before any lists of tables or figures , the foreword , and the preface .,usually found on a page before the start of a written work ,,usually found on a page before the start of a written work ,,usually found on a page before the start of a written work ,,on a page before the start of a written work , of its chapter or section titles or brief descriptions with their commencing page numbers .","13.12353801727295,31.3741455078125,43.81559753417969,58.05186462402344,59.81377029418945,62.073360443115234,52.48350143432617,52.444496154785156,55.79865264892578,56.4691276550293","0.02171443014855114","0.17928571428571427","0"
"rag","96","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who became the king of ayodhya after ram? Answer: ","1050","96_10,96_13,96_12,96_4,96_11,96_5,96_14,96_1,96_7,96_3","0.23162221908569336,0.23168379068374634,0.2503873109817505,0.2618929147720337,0.2670658826828003,0.2753215432167053,0.29249173402786255,0.3098985552787781,0.3148675560951233,0.32227832078933716","o and juliet essay help.
The","Kusha ruled,Kusha ruled,Kusha ruled,Kusha -","15.416833877563477,32.46250534057617,44.74287796020508,53.88865280151367,52.3306999206543,41.51287841796875,40.64711380004883,47.929019927978516,50.07379913330078,15.955726623535156","0","0","0"
"rag","15","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where is net profit on the balance sheet? Answer: ","1053","44_11,15_11,44_13,15_13,44_16,15_16,44_6,15_6,44_1,15_1","0.22427910566329956,0.22427910566329956,0.22774040699005127,0.22774040699005127,0.2463001012802124,0.2463001012802124,0.2543654441833496,0.2543654441833496,0.2591935396194458,0.2591935396194458","Net profit is a measure of the profitability","on the bottom line of the report .,on the bottom line of the report .,on the bottom line of the report .","12.797433853149414,33.96963119506836,57.979209899902344,46.92382049560547,43.50328826904297,35.62116241455078,51.099342346191406,53.507057189941406,58.060340881347656,56.78475570678711","0.07122722710132624","0.26666666666666666","0"
"rag","17","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what is the meaning of the name mandy? Answer: ","1003","17_1,44_11,15_11,17_6,17_2,87_1,44_9,15_9,17_3,17_24","0.26162660121917725,0.3463626503944397,0.3463626503944397,0.35628485679626465,0.3608057498931885,0.3840410113334656,0.38602280616760254,0.38602280616760254,0.3864705562591553,0.3910924792289734"," been told that the name mandy means ""","Lovable </Td>,Lovable </Td>,Lovable </Td>,Lovable </Td>","14.814170837402344,51.69578552246094,48.39474868774414,54.427974700927734,59.585201263427734,57.48833465576172,61.080848693847656,38.4536247253418,60.032466888427734,55.12895584106445","0","0","0"
"rag","41","10","10","10","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when was the immigration act passed in canada? Answer: ","1064","41_2,41_7,41_22,41_3,41_1,41_5,41_4,41_13,41_17,41_6","0.24805808067321777,0.2521989345550537,0.2598327398300171,0.2650070786476135,0.2699723243713379,0.28867924213409424,0.305178165435791,0.30576926469802856,0.3080400824546814,0.32108795642852783"," The Chinese Immigration Act, 1923, also known","1923 ,,1923 ,,1923 .,1923 ,","12.432811737060547,39.06155014038086,54.98273849487305,56.620933532714844,53.16566467285156,48.7255859375,45.91746520996094,41.633155822753906,43.16832733154297,59.50410461425781","0","0.25","0"
