"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"10","20","beam","2","1","Answer the question: who played the detective in little boy blue?","20","68,31","
Who played the detective in the movie ""The Blue Boy"" (1994)?","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","18.733055114746094,17.072681427001953,14.672113418579102,31.3841552734375,34.103668212890625,39.07898712158203,31.00286865234375,43.04429244995117,19.821802139282227,23.27200698852539,17.811845779418945,14.677669525146484,14.859994888305664,22.5987548828125,14.219891548156738,13.344659805297852,16.763107299804688,13.635138511657715,28.025510787963867","0","0","0"
"11","20","beam","2","1","Answer the question: when was the first horrid henry book written?","20","68,31","
The answer is that the first horrid henry book was written by odd bodkin in","published in 1994,1994,1994,in 1994,1994","27.568471908569336,18.440202713012695,16.421939849853516,46.20195770263672,24.513404846191406,41.64178466796875,41.3205451965332,53.795982360839844,51.62588882446289,28.346078872680664,29.700119018554688,37.59926986694336,30.61202621459961,41.37591552734375,40.11513137817383,50.209503173828125,15.036365509033203,17.268957138061523,23.247854232788086,26.052978515625","0.016591439325163958","0.0457516339869281","0"
"12","20","beam","2","1","Answer the question: who plays grace in the secret life of the american teenager?","20","81,63","
The answer is: Shailene Woodley.","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","25.084426879882812,24.083969116210938,13.859278678894043,40.53934860229492,25.71912956237793,19.79114532470703,18.48891830444336,20.7247257232666,26.949907302856445,23.148530960083008,26.34551429748535,23.113847732543945","0","0","0"
"13","20","beam","2","1","Answer the question: who has won the canada open women's doubles?","20","81,63","
The canada open was won by the team of Belinda Bencic and Monica Pu","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","19.869110107421875,29.251667022705078,16.01544189453125,45.40486526489258,43.216026306152344,20.528453826904297,35.86625671386719,33.41118240356445,51.01588439941406,18.32170295715332,26.997583389282227,23.870620727539062,29.174936294555664,25.16347885131836,13.822402954101562,19.655174255371094,28.626298904418945,35.13737487792969,26.779855728149414,26.02447509765625","0","0","0"
"14","20","beam","2","1","Answer the question: where does the last name waller come from?","20","45,53","
The surname Waller, which is a common English surname, is derived from the Old French","Anglo - Saxon origin","27.29757308959961,30.451862335205078,14.30819320678711,44.53654861450195,42.195213317871094,40.77568817138672,31.41210174560547,31.020923614501953,41.59767150878906,33.420875549316406,23.978349685668945,21.397632598876953,24.364986419677734,31.822509765625,40.797760009765625,40.369720458984375,46.30799865722656,28.512958526611328,27.08084487915039,22.85336685180664","0","0","0"
"15","20","beam","2","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","20","45,53","I'm not sure what you're asking, but I think you mean ""How do you do","Mitch Murray,Mitch Murray,Mitch Murray,Mitch Murray","39.36159133911133,17.403051376342773,54.10600662231445,56.437828063964844,47.55015563964844,52.97782897949219,42.11991500854492,49.58795928955078,41.66629409790039,48.73810577392578,45.68162536621094,32.126251220703125,42.86511993408203,41.99478530883789,35.59714126586914,34.36002731323242,25.096359252929688,43.516929626464844,41.93385314941406,30.717327117919922","0","0","0"
"16","20","beam","2","1","Answer the question: what type of reproduction do whiptail lizards use?","20","67,78","
Reproduction in whiptail lizards,

is done through a process of internal","parthenogenesis,Parthenogenesis,Parthenogenesis,parthenogenic,parthenogenesis","23.800262451171875,20.007474899291992,19.260093688964844,22.91182518005371,30.236087799072266,22.356698989868164,29.262739181518555,39.38656997680664,25.773080825805664,33.94682693481445,28.75216293334961,20.34573745727539,16.4416561126709,17.844404220581055,15.660900115966797,21.82224464416504,19.37920570373535,19.99576187133789,37.88164138793945,18.5582275390625","0","0","0"
"17","20","beam","2","1","Answer the question: who sings i don't want to be lonely?","20","67,78","","Ronnie Dyson","18.76772117614746,25.44498634338379","0","0","0"
"18","20","beam","2","1","Answer the question: who wrote song what a friend we have in jesus?","20","27,39","need context) - song by various artists, a cover of a song by American singer-song","Joseph M. Scriven,Joseph M. Scriven,Joseph M. Scriven,Charles Crozat Converse,William Bolcom,Joseph M. Scriven,Charles Crozat Converse","17.733503341674805,16.703887939453125,15.993355751037598,24.56682014465332,13.905557632446289,13.323186874389648,24.56866455078125,14.554750442504883,23.606576919555664,20.967411041259766,17.006927490234375,13.376562118530273,25.139177322387695,19.411405563354492,16.4897403717041,21.04784393310547,13.801680564880371,14.80933666229248,21.692155838012695,25.307167053222656","0","0","0"
"19","20","beam","2","1","Answer the question: who is the original singer of just when i needed you most?","20","27,39","

The song was written by Tony Hatch and first recorded by Peter and Gordon.","Randy VanWarmer,Randy VanWarmer,Randy VanWarmer,Randy VanWarmer","18.980857849121094,27.078834533691406,25.48883819580078,14.608062744140625,21.12978744506836,21.691848754882812,27.24013328552246,38.05777359008789,13.506610870361328,14.45140552520752,17.42823600769043,43.39623260498047,17.52337074279785,28.82422637939453,38.93864822387695,15.523372650146484,18.647748947143555,19.411224365234375,46.019920349121094","0","0","0"
"20","20","beam","2","1","Answer the question: what allows chyme to enter the small intestine?","20","69,42","
A: The pyloric sphincter

The pyloric sphincter is a","pyloric valve,the pyloric valve,the pyloric valve","18.35400390625,15.714750289916992,14.320202827453613,25.67243766784668,18.88082504272461,14.82968521118164,21.87983512878418,19.761831283569336,23.755210876464844,33.398834228515625,21.196983337402344,20.255962371826172,17.69719696044922,31.451459884643555,29.981273651123047,34.15443420410156,27.87781524658203,36.55162811279297,25.50518226623535,25.163959503173828","0.02573285025273419","0.2828282828282828","0"
"21","20","beam","2","1","Answer the question: where would the group bacteroids likely be found?","20","69,42","
The group bacteroids are found in the roots of plants, in the rhizosphere.","human colon,human colon,the human colon,human colon","17.064777374267578,18.20269012451172,11.121505737304688,29.02078628540039,30.367298126220703,30.92777442932129,42.65132141113281,23.13042640686035,36.75873947143555,19.877086639404297,14.272944450378418,35.61265182495117,20.353647232055664,41.56088638305664,22.35425567626953,22.30924415588379,15.682366371154785,25.685997009277344,18.3477783203125,35.34186553955078","0.018724372764461875","0.03125","0"
"22","20","beam","2","1","Answer the question: where does the last name andersen originate from?","20","66,9","
The name andersen is a danish version of the german name andersen","Danish,Norwegian","36.71026611328125,19.95562171936035,21.17345428466797,44.09977722167969,34.42478942871094,38.3248291015625,44.47866439819336,43.908119201660156,31.272205352783203,20.404726028442383,19.512989044189453,16.55853843688965,29.243839263916016,22.415287017822266,15.417494773864746,25.305158615112305,21.919103622436523,20.945972442626953,28.21837043762207,28.120006561279297","0","0.07692307692307693","0"
"23","20","beam","2","1","Answer the question: how long did the democrats control the house and senate?","20","66,9","
The answer is that the democrats have controlled the house and the senate since the beginning","57 yrs,57 yrs,57 yrs,35 yrs","44.23536682128906,18.157978057861328,12.336475372314453,41.608604431152344,49.90960693359375,43.254520416259766,39.212459564208984,50.6637077331543,38.711509704589844,45.29652404785156,43.786373138427734,37.56256103515625,48.116390228271484,39.12440490722656,41.450599670410156,37.150840759277344,36.06676483154297,41.37643814086914,21.63960838317871,18.438472747802734","0","0","0"
"24","20","beam","2","1","Answer the question: who sang in the movie i walk the line?","20","26,59","
The song was performed by Johnny Cash.","Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings","28.54591178894043,16.982393264770508,16.86676788330078,49.50345230102539,31.373680114746094,43.38488006591797,40.68888473510742,17.243804931640625,25.164772033691406,22.64337158203125","0","0","0"
"25","20","beam","2","1","Answer the question: who is the premier of northern cape 2018?","20","26,59","
The premier of northern cape 2018 is sarah johnson.","Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas","17.320642471313477,16.873859405517578,14.583377838134766,54.81489562988281,46.2504768371582,55.42980194091797,33.991024017333984,33.26544952392578,37.114463806152344,18.000171661376953,18.43924903869629,27.319522857666016,13.441603660583496,24.953344345092773,32.53567886352539,27.63676643371582","0","0","0"
"26","20","beam","2","1","Answer the question: who owns the biggest house in beverly hills?","20","18,89","
The answer is:

1.","Anthony Pritzker,Anthony Pritzker,Anthony Pritzker,Anthony Pritzker","29.4837589263916,16.47190284729004,16.04746437072754,40.726654052734375,52.42390060424805,34.87008285522461,26.03042221069336,26.918392181396484,26.075197219848633,35.39142608642578","0","0","0"
"27","20","beam","2","1","Answer the question: who sings god is great beer is good?","20","18,89","
B: I think it is a good question.","Currington","20.818073272705078,17.158985137939453,16.11894989013672,29.16275405883789,37.52684783935547,52.57249450683594,42.02520751953125,48.87003707885742,28.76068687438965,36.356056213378906,35.349037170410156,47.12010192871094","0","0","0"
"28","20","beam","2","1","Answer the question: what does the air gap do on a dishwasher?","20","87,97","
The air gap is a feature of a dishwasher that allows for the safe removal of","backflow prevention","27.52088165283203,16.831026077270508,13.40315055847168,47.96107482910156,42.30437469482422,30.95178985595703,38.46599578857422,23.668766021728516,37.364261627197266,30.811912536621094,23.140947341918945,35.06816482543945,50.71792984008789,25.050626754760742,33.88633346557617,16.694255828857422,21.04678726196289,21.797103881835938,24.55732536315918,44.23780059814453","0","0","0"
"29","20","beam","2","1","Answer the question: who is the first indian climber of mount everest?","20","87,97","
The answer is:

The first indian to climb mount everest was jy","Bachendri Pal","27.865819931030273,36.06488800048828,18.545867919921875,40.072593688964844,42.929386138916016,17.772064208984375,16.58308982849121,16.61253547668457,14.82066535949707,36.029178619384766,39.78950500488281,42.63957977294922,42.073516845703125,40.32562255859375,46.015342712402344,30.349138259887695,34.014404296875,37.647926330566406,15.034093856811523,20.6885929107666","0","0","0"
"30","20","beam","2","1","Answer the question: what is in a pat o brien hurricane?","20","7,44","
Paddy:  I think it is a combination of the hurricane and the old fashion.","rum,fruit juice,syrup or grenadine","36.199275970458984,14.344045639038086,14.60960865020752,21.863040924072266,25.93320655822754,38.96895217895508,25.207120895385742,55.09333801269531,47.944541931152344,54.13993835449219,45.274044036865234,45.14970016479492,42.5151481628418,40.81886291503906,32.14673614501953,29.34588050842285,32.70652389526367,32.27273178100586,24.00795555114746,22.676118850708008","0","0","0"
"31","20","beam","2","1","Answer the question: what is the name of son of lord krishna?","20","7,44","Google Books Search)

----

Hinduism: What is the name of","Pradyumna,Pradyumna,Pradyumna,Pradyumna,Pradyumna","26.843090057373047,14.26955795288086,21.41175079345703,16.575525283813477,24.52972412109375,21.51750373840332,24.29957389831543,17.260805130004883,25.37065315246582,27.618196487426758,25.733478546142578,23.78820037841797,25.968965530395508,27.91966438293457,19.721336364746094,17.507539749145508,20.472335815429688,27.650117874145508,22.354816436767578,37.23511505126953","0","0","0"
"32","20","beam","2","1","Answer the question: who played anna in once upon a time?","20","84,96","
Answer: The name of the character is “Anastasia” in the TV series “","Elizabeth Dean Lail,Elizabeth Dean Lail,Elizabeth Dean Lail,Elizabeth Dean Lail","27.143821716308594,17.44916343688965,16.151981353759766,39.39839172363281,29.211158752441406,32.632442474365234,37.64488983154297,40.940589904785156,32.851463317871094,37.64601135253906,25.736852645874023,27.883636474609375,23.789243698120117,24.60284423828125,22.489900588989258,41.13148498535156,32.18944549560547,23.004600524902344,46.00673294067383,31.01655387878418","0","0","0"
"33","20","beam","2","1","Answer the question: what is the average salary for a us congressman?","20","84,96","
The average salary for a US congressman is $101,000.","$174,000,$174,000","22.77925682067871,18.96486473083496,14.505241394042969,53.07761764526367,50.17158508300781,42.789207458496094,37.24348068237305,44.65025329589844,37.54975891113281,57.431060791015625,23.333852767944336,28.311817169189453,11.15123176574707,30.699668884277344,25.204954147338867,47.56758117675781","0","0.16666666666666669","0"
"34","20","beam","2","1","Answer the question: what type of joint connects the incus with the malleus?","20","15,17","
The middle ear is divided into three parts: the pinna, the fluid-filled cavity","incudomallear joint,synovial,a small synovial joint,synovial joint","16.01813316345215,21.449752807617188,17.852203369140625,21.17176055908203,22.527915954589844,21.308229446411133,25.698375701904297,36.960731506347656,28.257843017578125,19.496492385864258,41.61056137084961,22.714523315429688,15.468244552612305,30.994335174560547,31.543546676635742,17.63813018798828,13.073670387268066,21.99077033996582,27.099172592163086,14.84960651397705","0","0","0"
"35","20","beam","2","1","Answer the question: when was the lupus foundation of america founded?","20","15,17","
The Lupus Foundation of America was founded in 1967.","1977,1977,1977,1977,1977","19.5960636138916,14.839300155639648,12.933234214782715,38.378475189208984,30.528076171875,25.207765579223633,28.356746673583984,47.070037841796875,32.05341720581055,24.84270477294922,64.1380844116211,56.21029281616211,21.008941650390625,46.514766693115234","0","0","0"
"36","20","beam","2","1","Answer the question: what started the war between us and japan?","20","41,24","
The attack on Pearl Harbor, Hawaii, and the Philippines, and declaring a state of war","attack on Pearl Harbor,attack on Pearl Harbor","25.282470703125,13.725221633911133,13.480168342590332,27.64745330810547,33.434959411621094,29.77975082397461,37.8715934753418,21.013330459594727,18.983257293701172,19.50871467590332,14.627287864685059,18.986572265625,16.953311920166016,24.27260971069336,18.721960067749023,15.864333152770996,21.773426055908203,21.609390258789062,31.351947784423828,16.80611228942871","0.08392010470693981","0.4210526315789474","0"
"37","20","beam","2","1","Answer the question: who sang i put a spell on you in hocus pocus?","20","41,24","
I don't know if this is the right answer, but I think it is.","Bette Midler,Bette Midler,Bette Midler,Bette Midler,Bette Midler","24.926666259765625,13.757054328918457,12.999003410339355,41.42037582397461,53.1020393371582,41.89266586303711,54.91896057128906,44.30954360961914,50.74675369262695,44.38221740722656,47.46699905395508,44.441932678222656,36.093135833740234,57.624732971191406,40.913761138916016,44.46201705932617,51.37376403808594,47.14982986450195,51.120384216308594,43.714637756347656","0","0","0"
"38","20","beam","2","1","Answer the question: who played jennifer in back to the future?","20","21,22","
The answer is that the character of Jennifer is played by Elisabeth Shue.","Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells","18.454177856445312,15.041875839233398,16.394271850585938,35.29414367675781,45.046051025390625,19.532808303833008,23.36800193786621,31.22647476196289,43.621856689453125,44.01314163208008,19.84074592590332,40.25474166870117,47.7805290222168,17.791797637939453,27.99414825439453,27.072643280029297,29.007537841796875,27.46733856201172,33.786746978759766","0","0","0"
"39","20","beam","2","1","Answer the question: where are the cardiac and vasomotor centers found?","20","21,22","
The cardiac centers are found in the medulla oblongata and the brain stem.","the medulla oblongata,medulla oblongata,medulla oblongata","22.824554443359375,13.637964248657227,15.197998046875,35.67255401611328,25.699567794799805,30.937599182128906,38.81673812866211,38.96516036987305,23.557533264160156,17.38374137878418,21.6217098236084,25.21483039855957,22.164119720458984,24.178802490234375,37.93198776245117,17.94208335876465,15.548956871032715,35.87976837158203,25.509389877319336","0.09731464224859211","0.3027777777777778","0"
"40","20","beam","2","1","Answer the question: who was the first to say i'm going to disney world?","20","50,12","
The first person to say ""I'm going to Disney World"" was a young boy.","Phil Simms,Dick Rutan,Jeana Yeager","29.947776794433594,20.034090042114258,18.95801544189453,50.205055236816406,45.47978591918945,41.7734375,46.94491958618164,50.33964538574219,35.86423873901367,51.70641326904297,42.75390625,49.773162841796875,53.3510856628418,51.82806396484375,47.131675720214844,31.117176055908203,41.27882385253906,29.9456729888916,42.2977409362793,40.42512893676758","0","0","0"
"41","20","beam","2","1","Answer the question: who sings the whiskey ain't workin anymore?","20","50,12","/caption]

The answer is that the song was written by Dolly Parton and","Travis Tritt,Marty Stuart,Tim Passmore,Dennis Locorriere,Travis Tritt,Travis Tritt,Travis Tritt,Marty Stuart","22.351734161376953,25.16128158569336,17.834699630737305,25.229717254638672,45.39042282104492,27.32701873779297,32.4147834777832,26.516925811767578,38.5078239440918,23.644458770751953,30.98658561706543,29.504756927490234,35.48128128051758,29.82605743408203,54.08951187133789,22.267765045166016,27.95366096496582,24.846771240234375,32.03986740112305,42.466224670410156","0","0","0"
"42","20","beam","2","1","Answer the question: this inventor co-created the film fred ott’s sneeze?","21","20,71","This entry was posted in Uncategorized and tagged Fred Ott, The Sneeze","Edison,Fred Ott","34.2054328918457,14.801093101501465,47.81082534790039,27.30792999267578,23.98218536376953,55.89537811279297,44.04986572265625,29.265243530273438,27.924596786499023,44.577232360839844,52.80100631713867,46.25114440917969,25.590627670288086,28.380462646484375,40.788909912109375,50.465824127197266,49.65072250366211,38.51637268066406,46.27362060546875,37.43646240234375","0.020044994979069072","0.14285714285714285","0"
"43","20","beam","2","1","Answer the question: what goes on the bottom of shepherd's pie?","20","20,71","
The answer is: mashed potatoes.","mashed potato,minced meat,mashed potato","22.361021041870117,12.539817810058594,15.420653343200684,47.26968002319336,45.071895599365234,28.68414878845215,24.45769500732422,23.84703254699707,32.84223937988281,33.074398040771484","0.0456496931223525","0.380952380952381","0"
"44","20","beam","2","1","Answer the question: who sang the most number of songs in the world?","20","75,57","..

The answer is the Beatles, who wrote hundreds of songs, many of which","Asha Bhosle,Asha Bhosle","24.65503692626953,24.010658264160156,28.592382431030273,32.25885772705078,15.606452941894531,14.440062522888184,49.92434310913086,48.74026870727539,16.27244758605957,22.698949813842773,36.0389518737793,32.17525100708008,39.664390563964844,22.636816024780273,50.80464172363281,26.022247314453125,36.1607780456543,28.007705688476562,26.506275177001953,59.82596206665039","0","0","0"
"45","20","beam","2","1","Answer the question: who owns spirit of the suwannee music park?","20","75,57","
The spirit of the suwannee music park is owned by the city of live oak.","The Cornett family,The Cornett family","27.49439239501953,16.53314208984375,14.255243301391602,53.31096649169922,41.24711990356445,38.453697204589844,53.11019515991211,33.01646423339844,29.42462158203125,24.635286331176758,22.160667419433594,34.03501510620117,50.31523895263672,51.71272659301758,33.398738861083984,28.695058822631836,36.62144088745117,23.121379852294922,27.440799713134766,29.554189682006836","0.016591439325163958","0.1111111111111111","0"
"46","20","beam","2","1","Answer the question: who is the singer of kal ho na ho?","20","36,13"," Kal Ho Na Ho ( film)

Kal Ho Na Ho is a 2003 Indian romantic drama","Sonu Nigam,Sonu Nigam,Sonu Nigam,Sonu Nigam,Alka Yagnik,Richa Sharma,Sonu Nigam","26.275733947753906,22.41267204284668,36.99484634399414,27.174352645874023,22.29877281188965,32.922706604003906,16.503185272216797,28.849546432495117,23.477540969848633,15.578290939331055,20.11054229736328,36.090328216552734,26.305389404296875,24.635698318481445,39.76380920410156,44.26955795288086,21.63465118408203,29.118432998657227,15.669733047485352,27.078277587890625","0","0","0"
"47","20","beam","2","1","Answer the question: what episode does marnie come back in geordie shore?","20","36,13"," and the answer is that the episode is number 6.","5","28.907575607299805,43.734718322753906,19.889015197753906,47.632625579833984,45.82086944580078,43.95268630981445,31.381031036376953,43.38642120361328,44.03276824951172,41.1612548828125,55.36594772338867,27.096912384033203","0","0","0"
"48","20","beam","2","1","Answer the question: is jaffa cakes a biscuit or a cake?","20","55,14","
The jaffa cake is a type of biscuit, but it is also a type","cakes,Cake,biscuit - sized cakes","31.196996688842773,20.55594253540039,29.37786865234375,38.54511260986328,33.908138275146484,35.86870193481445,29.241836547851562,31.3793888092041,39.39004898071289,20.059968948364258,42.64067077636719,17.15357208251953,25.051733016967773,25.733306884765625,36.4847412109375,32.02946853637695,49.115074157714844,35.11370849609375,30.907649993896484,30.39699935913086","0","0.12810457516339868","0"
"49","20","beam","2","1","Answer the question: who sings love will keep us alive by the eagles?","20","55,14","
Love will keep us alive is a song by the eagles, written by don henley","Timothy B. Schmit","25.019371032714844,16.4481201171875,18.67096710205078,31.499364852905273,39.221107482910156,42.65839767456055,42.9350700378418,25.538381576538086,49.95205307006836,44.925350189208984,45.61796188354492,34.23261642456055,49.72605514526367,32.97560119628906,30.29408073425293,32.66183090209961,46.21228790283203,17.30055809020996,24.16551399230957,31.895362854003906","0","0","0"
"50","20","beam","2","1","Answer the question: who sings the theme song for the tv show cops?","20","70,2",": The Secret History of the Police Force: The Police Force in the UK: The Secret History","Inner Circle,Inner Circle","22.765525817871094,25.548419952392578,23.73447608947754,15.708793640136719,17.97842788696289,28.946632385253906,24.47633934020996,17.258018493652344,16.069976806640625,22.760658264160156,34.75918197631836,23.442310333251953,20.164766311645508,24.70945930480957,40.552852630615234,32.87995529174805,22.64963722229004,38.832855224609375,41.295108795166016,36.98940658569336","0","0","0"
"51","20","beam","2","1","Answer the question: when did 10 shilling note go out of circulation?","20","70,2","

The song is about a young man who is in love with a young woman who is","22 November 1970,1970,1970,1970,1970","32.8629150390625,19.141603469848633,20.8279972076416,15.724905967712402,39.961978912353516,27.600040435791016,31.278533935546875,29.981210708618164,25.212203979492188,46.31105041503906,42.65629577636719,45.86439514160156,34.8546028137207,34.23126220703125,45.67959976196289,41.511146545410156,21.15618896484375,45.46803665161133,40.62372589111328,43.27886199951172","0","0","0"
"52","20","beam","2","1","Answer the question: who sang the songs on walk the line?","20","47,77"," 2018-01-01 10:54	(UTC)

The soundtrack for the 2005","Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings,Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings","14.410253524780273,18.912885665893555,28.732494354248047,40.09975814819336,32.51718521118164,27.7912540435791,26.402244567871094,22.509485244750977,38.18764877319336,19.1597900390625,21.17344856262207,17.880584716796875,24.12136459350586,15.692198753356934,17.612125396728516,13.834372520446777,34.24409484863281,31.33266258239746,34.05548095703125,23.25567626953125","0","0","0"
"53","20","beam","2","1","Answer the question: who sang the song should have been a cowboy?","20","47,77","(The song is about a young woman who is in love with a cowboy.","Toby Keith,Toby Keith,Toby Keith","17.337120056152344,16.810306549072266,16.510766983032227,38.549400329589844,38.95492172241211,35.12086868286133,40.295406341552734,37.89479064941406,35.204681396484375,42.44255065917969,47.68856430053711,35.02586364746094,40.23746109008789,41.868736267089844,43.95880126953125,33.44669723510742,31.98225975036621,26.40839385986328","0","0","0"
"54","20","beam","2","1","Answer the question: who sang i ran all the way home?","20","1,16","Whitburn's ""The Billboard Book of Top 40 Hits"" (6th edition)
","The Impalas,The Impalas,The Impalas,The Impalas,The Impalas","23.532712936401367,17.67214584350586,21.205425262451172,18.053863525390625,17.701324462890625,19.251916885375977,17.98173713684082,21.63145637512207,26.422897338867188,22.57901382446289,23.92927360534668,27.465194702148438,30.189531326293945,21.789640426635742,21.398977279663086,15.343526840209961,25.48431968688965,28.703580856323242,20.26432991027832,18.50027084350586","0","0.15384615384615385","0"
"55","20","beam","2","1","Answer the question: what is the second largest country in asia?","20","1,16","The answer is: The second largest country in Asia is India.","China,China,China,China","24.918716430664062,21.510108947753906,53.694068908691406,40.393863677978516,36.45442199707031,39.530235290527344,37.86500930786133,55.94694519042969,44.58861541748047,41.41851806640625,54.77511978149414,37.57633972167969,26.931806564331055,42.52009582519531","0","0","0"
