"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","255","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What caused Skippy to start hearing different voices? 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","512","255_43,255_41,255_42,255_19,255_26","0.24613678455352783,0.24638217687606812,0.27291375398635864,0.276461124420166,0.28652071952819824","4) Getting over excited by winning too much money.","2","16.16147232055664,20.94866943359375,45.84222412109375,40.74125671386719,44.42776870727539,31.768150329589844,48.552555084228516,52.86487579345703,46.66008758544922,41.76847457885742,45.710060119628906,52.72227478027344","0","0","0"
"rag","181","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What was different about the Kung Fu class? 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","518","181_19,181_9,181_25,181_29,181_22","0.15959668159484863,0.17493176460266113,0.19955986738204956,0.20469379425048828,0.20903027057647705","1) The class was focused on form and not full-force contact","2","16.08647346496582,17.73305892944336,44.7400016784668,39.4759407043457,39.70955276489258,38.04668045043945,32.37010955810547,60.84080123901367,37.74238204956055,38.00020980834961,25.517791748046875,37.56669235229492,63.973506927490234,44.14855194091797,49.46232223510742","0","0","0"
"rag","212","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What did Morgan assume when he thought that principles of business would be the same in both worlds? 1) That he would be able to start a business without any issues 2) That he would be able to get a newspaper for free 3) That his money would be good in this world 4) That he could negotiate the price of items at the store. Answer: ","517","212_12,212_23,212_34,212_26,212_32","0.21589839458465576,0.2588768005371094,0.27450060844421387,0.2745858430862427,0.28343361616134644","1) He assumed that he would be able to start a business without","3","17.076473236083984,29.42382049560547,50.408172607421875,40.30978012084961,48.078590393066406,33.70419692993164,27.115070343017578,55.231468200683594,40.81290054321289,39.95355224609375,43.703369140625,39.530799865722656,50.41067123413086,43.45844268798828,51.63945770263672","0","0","0"
"rag","269","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the main factor that makes maglev trains more successful in Asia? 1) More efficient organization of construction projects 2) A greater importance on speed of travel 3) Increased passenger volume 4) More accurate train schedules. Answer: ","497","269_32,269_22,269_33,269_30,269_17","0.19506138563156128,0.20285725593566895,0.20517325401306152,0.21861505508422852,0.24596673250198364","a) Increased passenger volume.","3","12.540694236755371,16.364089965820312,36.490135192871094,48.09430694580078,57.649234771728516,59.14408874511719,46.100582122802734","0","0","0"
"rag","315","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: The narrator's false sense of superiority 1) leads him to believe that he was the mastermind behind the victory over the high roller, but the kid actually was the one who saved the day. 2) almost got them killed when the big roller came to play. 3) turns out to be a huge joke at his expense because they are all exposed. 4) actually comes in handy because he comes up with a great plan to use when the high roller comes in.. Answer: ","534","315_37,315_16,315_9,315_40,315_33","0.23198503255844116,0.24599522352218628,0.26126956939697266,0.26426756381988525,0.26551246643066406","1) The narrator's false sense of superiority leads him to believe that","1","19.94791603088379,34.04802322387695,54.13407516479492,40.133087158203125,55.507381439208984,50.118621826171875,52.30290985107422,35.198421478271484,42.555091857910156,36.942501068115234,46.02238082885742,61.05368423461914,53.26789093017578,48.698341369628906,57.2039680480957","0","0.14285714285714288","0"
"rag","111","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: How was Nash’s family involved in the story? 1) His two sons and previous wife were talked about 2) His father was a large influence on his life 3) His mother’s influence was discussed at length 4) His parents and wife were discussed. Answer: ","493","111_32,111_33,111_16,111_35,111_17","0.28690195083618164,0.31007909774780273,0.31359875202178955,0.3202047348022461,0.3275960683822632","1) His two sons and previous wife were talked about.","1","12.147849082946777,20.889677047729492,48.47976303100586,50.28791809082031,60.7606201171875,43.338768005371094,60.11594772338867,47.845130920410156,39.89435577392578,53.08964538574219,42.19025421142578,47.13054656982422,54.25421142578125","0","0.18181818181818182","0"
"rag","158","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Which martial art did the author think was the hardest workout? 1) Tae Kwon Do 2) Kung Fu 3) Jujistui 4) Karate. Answer: ","441","158_4,158_30,158_15,158_20,158_6","0.1793137788772583,0.20053666830062866,0.20435476303100586,0.2046995759010315,0.2082434892654419","Tae Kwon Do.","3","13.856067657470703,20.29282569885254,40.717918395996094,49.72166442871094,32.431758880615234,47.74854278564453,37.171897888183594","0","0","0"
"rag","278","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What type of media does the author believe will be the most influential on the immediate future? 1) Government-approved media 2) Visual media 3) Participatory media 4) Print media. Answer: ","503","278_28,278_32,278_27,278_31,278_35","0.1565369963645935,0.17964982986450195,0.18004584312438965,0.1893829107284546,0.19649970531463623","Participatory media.","3","15.33245849609375,41.58871078491211,29.627399444580078,56.4600715637207,39.943973541259766","0","0","0"
"rag","169","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why do some evangelical authors believe that the Antichrist will not be Jewish? 1) They believe that the Antichrist is Henry Kissinger 2) It is thought that the Antichrist will make an agreement with Israel, which would be more likely by a gentile 3) They think that the Antichrist will be a United States President 4) It is believed that the Antichrist will not come until after the upcoming turn of the century. Answer: ","539","169_31,169_32,169_29,169_34,169_9","0.10964703559875488,0.13927185535430908,0.14451146125793457,0.1572597622871399,0.16106659173965454","1) Henry Kissinger is a popular choice for the Antichrist","2","15.14780330657959,14.697347640991211,42.17430114746094,48.39238739013672,60.938812255859375,46.55012893676758,39.95878601074219,45.61543273925781,26.87587547302246,39.55900955200195,51.91846466064453,41.68857192993164,43.71444320678711,25.723041534423828,27.09178352355957","0","0","0"
"rag","265","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why did the Maglev trains not become popular in the western hemisphere? 1) People did not like traveling so fast 2) The technology was unreliable 3) Their cost was not justifiable 4) All of the other answers are correct. Answer: ","466","265_17,265_32,265_24,265_16,265_22","0.2186431884765625,0.2311311960220337,0.23127400875091553,0.23443692922592163,0.24862098693847656","The answer is actually a combination of all of the above.","3","14.231305122375488,22.12255096435547,42.860103607177734,43.68783950805664,42.899044036865234,44.42863464355469,47.96181869506836,52.8428955078125,47.06494903564453,50.698394775390625,56.56341552734375,53.22465133666992,52.555118560791016","0","0","0"
"rag","38","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Who was on the list of those who knew about Kennedy's affair? 1) The Secret Service members were the only ones who knew what was going on. 2) His wife and mistress were the only two who knew about the affair. 3) He did not have an affair. 4) His aids, secretary, drivers, guards, Secret Service, the domestic staff, and many friends and family members of both parties.. Answer: ","553","38_10,38_27,38_12,38_3,38_33","0.15690886974334717,0.16771960258483887,0.18280434608459473,0.2100568413734436,0.2142409086227417","1) The Secret Service members were the only ones who knew what was","4","14.111641883850098,18.91007423400879,55.757591247558594,48.880126953125,50.75730514526367,46.23748016357422,43.907745361328125,51.86063766479492,51.493858337402344,47.634159088134766,42.94369125366211,58.1611442565918,38.54803466796875,54.794952392578125,45.90862274169922","0","0","0"
"rag","105","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the musical’s relationship like between Monica and Linda? 1) Monica and Linda conspired together to hatch the plan 2) Monica keeps reiterating the story over and over in different ways to Linda 3) Linda does not believe what Monica is telling here and discredits it 4) Linda presses for details and Monica obliges. Answer: ","505","105_19,105_36,105_41,105_24,105_32","0.1924857497215271,0.24944835901260376,0.2574737071990967,0.2580275535583496,0.2792351245880127","                                                                                                                                                                                                                                                                                                                                                ","4","14.991703987121582,38.89585876464844,43.81804656982422,41.649940490722656,44.92549514770508,45.60639572143555,48.18690490722656,50.30455017089844,50.896183013916016,49.785274505615234,48.23516082763672,46.833702087402344,45.462554931640625,44.80190658569336,44.539424896240234","0","0","0"
"rag","239","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What made father realize he couldn't memory-wash Ronnie? 1) Others would notice and it would hurt Dad's reputation 2) Ronnie would just learn to read again 3) The technology wouldn't work on someone so young 4) Ronnie had already ingrained reading in his memory permanently . Answer: ","512","239_32,239_29,239_38,239_12,239_23","0.1971900463104248,0.22334200143814087,0.2279544472694397,0.2384481430053711,0.24306893348693848","1) Others would notice and it would hurt Dad's reputation.","1","18.51540184020996,28.288593292236328,44.209434509277344,41.731727600097656,47.489585876464844,36.557212829589844,46.70553207397461,47.295143127441406,50.46019744873047,31.62417221069336,52.685794830322266,37.57649612426758,30.880226135253906,48.40605163574219","0","0.16666666666666669","0"
"rag","75","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why do owners want to build large ballparks? 1) they want to increase the total number of seats 2) they can afford it and don't need to budget 3) they want to sell more expensive tickets to the rich 4) they want to help bring an economic boom to the area. Answer: ","493","75_24,75_31,75_32,75_20,75_35","0.13049566745758057,0.15325558185577393,0.15788400173187256,0.17189764976501465,0.1774076223373413","1) They want to increase the total number of seats.","3","13.50578784942627,18.109853744506836,51.44591522216797,36.46510696411133,55.02324295043945,47.24212646484375,51.891876220703125,46.011253356933594,50.60737991333008,46.28773498535156,46.42023849487305,49.098907470703125,41.116844177246094","0","0","0"
"rag","344","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Which answer doesn't support the idea that green OA isn't likely to cause subscription cancellations? 1) 6 2) 4 3) 2 4) 10. Answer: ","501","344_18,344_11,344_45,344_31,344_46","0.2006632685661316,0.20588570833206177,0.20808720588684082,0.21265578269958496,0.2127438187599182","3) 2.","4","11.11070442199707,18.295230865478516,48.92530822753906,43.94447708129883,45.98210144042969","0","0","0"
"rag","108","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: How is the topic of slavery treated in inaugural speeches? 1) It is not treated with proper gravity, and referred to only in terms of progress 2) Is was mentioned 17 times in the Roosevelt address 3) It is often referenced in inaugural speeches from the 1850s through the 1960s 4) Its reference depends on the political party in power. Answer: ","540","108_27,108_23,108_33,108_22,108_16","0.15588903427124023,0.17140454053878784,0.17481732368469238,0.18361639976501465,0.1929190754890442","1) It is not treated with proper gravity, and referred to only","1","14.139799118041992,20.281579971313477,49.121620178222656,46.69123077392578,54.57496643066406,53.56501007080078,46.966007232666016,47.146480560302734,51.150115966796875,40.11553955078125,51.67450714111328,52.528690338134766,41.48870849609375,50.59316635131836,49.463401794433594","0","0.15384615384615385","0"
"rag","210","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why is Parks stuck on Earth? 1) He is outlawed on his own planet 2) He must to finish his mission before his is allowed to leave 3) The warp beacon blew up 4) His rocket ship blew up. Answer: ","500","210_27,210_24,210_23,210_36,210_26","0.2960221767425537,0.3176460266113281,0.32543981075286865,0.34082549810409546,0.34126830101013184","1) He is outlawed on his own planet.","3","15.395486831665039,25.88591194152832,47.32425308227539,42.935096740722656,51.4580078125,48.31256103515625,54.570716857910156,48.47897720336914,60.49707794189453,49.90795135498047,52.07528305053711,52.53717803955078","0","0","0"
"rag","29","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Of the following options, who might enjoy reading this the most? 1) A creationist who wants to prove that evolution isn't real through the ways in which adopted and biological children are treated differently. 2) A potential parent deciding between adopting a child and having a biological child. 3) A preteen who's adopted and wants to learn more about the differences between parenting of adopted and biological children.  4) A high schooler interested in learning more about family dynamics and the chemical/evolutionary processes with regard to parenting.. Answer: ","539","29_26,29_36,29_27,29_5,29_25","0.16164743900299072,0.1646566390991211,0.16746342182159424,0.1680259108543396,0.18356049060821533","1) A creationist who wants to prove that evolution isn't real","2","16.072416305541992,21.201313018798828,50.293190002441406,41.20096206665039,49.5310173034668,39.17072296142578,43.25632095336914,47.87435531616211,47.58047866821289,38.855194091796875,52.67491912841797,47.770263671875,37.89311599731445,47.78862762451172,43.93982696533203","0","0","0"
"rag","178","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author NOT rate for each class? 1) The difficulty of the workout. 2) The cost of each class.  3) The degree that the class requires contact with other participants.  4) If the skills are useful for self-defense.. Answer: ","483","178_4,178_6,178_19,178_29,178_3","0.20271211862564087,0.2131563425064087,0.22245216369628906,0.2230631709098816,0.22922950983047485","The author does not rate the degree that the skills are useful for self","2","16.44856071472168,23.18566131591797,52.179012298583984,51.57319641113281,50.2315788269043,44.930885314941406,42.57308578491211,44.81698989868164,54.400917053222656,49.494873046875,52.63956069946289,45.72300720214844,43.79389190673828,59.65976333618164,51.4677848815918","0","0","0"
"rag","321","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: How does Neeshan feel initially when he sees the Free'l doing magic correctly? 1) He is not surprised.  He knew he would be able to get them to do it eventually. 2) He wonders who helped them learn magic because he could take no credit for their work. 3) He almost feels a sense of pride and excitement. 4) He is angry because it took them too long to finally get it.. Answer: ","531","321_42,321_26,321_33,321_43,321_28","0.23574644327163696,0.23758184909820557,0.2600036859512329,0.2634354829788208,0.2664831876754761","1) He is not surprised.","3","16.249557495117188,30.780166625976562,53.2775764465332,47.32576370239258,55.820960998535156,59.68944549560547,39.84879684448242,59.32439422607422","0","0","0"
"rag","213","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why did Parks want to speak with Morgan? 1) Morgan had enough knowledge to help Parks build a beacon 2) Parks found Morgan by pure chance 3) Morgan had enough money to help Parks build a ship 4) Morgan could write Parks' story and spread it for him. Answer: ","501","213_14,213_12,213_31,213_34,213_30","0.2803388237953186,0.2835610508918762,0.29232150316238403,0.29406243562698364,0.3043975234031677","1) 
2) 
3) 
4)","4","17.050048828125,28.206132888793945,41.218448638916016,38.01486587524414,21.666107177734375,23.25517463684082,34.215843200683594,55.50701141357422,23.757827758789062,31.59054183959961,30.344314575195312,54.5849723815918,25.271484375,31.318782806396484,25.2607421875","0","0.4","0"
"rag","238","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why is it likely that reading was outlawed? 1) To save paper for environmental purposes  2) To make the population have a lower intelligence 3) To control what content the population was able to consume 4) So that readers could retain their power. Answer: ","514","238_21,238_22,238_23,238_32,238_24","0.2425704002380371,0.24896341562271118,0.2736978530883789,0.2786600589752197,0.28780806064605713","4) So that readers could retain their power.","3","18.857215881347656,31.152629852294922,44.62622833251953,49.19851303100586,46.07433319091797,54.133113861083984,48.171531677246094,37.338623046875,59.88853073120117,40.907562255859375,56.272987365722656","0","0","0"
"rag","63","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why did the addresses change in style over time? 1) The presidents had different problems to address 2) They were adapting to the changing populace 3) They deteriorated over time 4) They got less wordy. Answer: ","503","63_25,63_18,63_10,63_20,63_13","0.23498082160949707,0.24355006217956543,0.27988994121551514,0.28388333320617676,0.2850278615951538","1) The presidents had different problems to address 2) They were adapting","2","12.303826332092285,20.06818199157715,50.296485900878906,40.448062896728516,42.21100616455078,45.57384490966797,49.25392150878906,44.130088806152344,52.86943435668945,46.35405731201172,50.113521575927734,39.91196823120117,59.6727294921875,45.154518127441406,44.94514083862305","0","0.15384615384615385","0"
"rag","71","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Which is true? 1) All newer ballparks have top-level seating closer to the field than ever 2) Newer ballparks do not have upper deck seating 3) All newer ballparks have top-level seating further away from the field than ever 4) Some newer ballparks have top-level seating further away from the field than ever. Answer: ","461","71_11,71_14,71_15,71_13,71_35","0.15147030353546143,0.1631777286529541,0.18507260084152222,0.18833976984024048,0.21803641319274902","1) All newer ballparks have top-level seating closer to","4","13.763755798339844,21.704120635986328,49.422706604003906,46.63666915893555,36.095726013183594,47.962303161621094,40.115692138671875,36.379234313964844,40.966915130615234,48.669189453125,61.588199615478516,45.54537582397461,34.44998550415039,33.90211868286133,48.695945739746094","0","0","0"
"rag","167","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What effect does the author believe the Antichrist myth has on Judaism as a whole? 1) It is fuel for antisemitism 2) It is unimportant  3) It sheds a good light on modern day Jews 4) It brings attention to the plight of the Jewish people. Answer: ","493","167_16,167_14,167_31,167_34,167_24","0.14460551738739014,0.15831714868545532,0.15955638885498047,0.17934376001358032,0.1836313009262085","3) It sheds a good light on modern day Jews.","1","16.519775390625,16.403011322021484,42.71763229370117,48.719703674316406,53.53270721435547,42.16468048095703,49.68960952758789,48.402366638183594,46.97807693481445,52.189170837402344,51.22357940673828,52.13550567626953,48.21010208129883,47.50288009643555","0","0","0"
"rag","199","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why are people less satisfied with their smile now than in previous generations? 1) People had nicer smiles in the past 2) Plastic implants are not as effective as amalgam fillings 3) They aren't 4) They have different expectations. Answer: ","510","199_12,199_31,199_30,199_28,199_8","0.15257054567337036,0.23064422607421875,0.2316901683807373,0.23591989278793335,0.23822611570358276","1) People had nicer smiles in the past.","4","12.497513771057129,17.68263816833496,51.15385055541992,45.35984802246094,46.88654708862305,48.53696823120117,50.37097930908203,49.91131591796875,48.94015884399414,47.431827545166016,46.81002426147461","0","0","0"
"rag","333","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: How does the author likely feel about the present? 1) He is optimistic 2) He is cynical 3) This is an impossible question to answer based on the article 4) He does not feel anything. Answer: ","507","333_17,333_21,333_12,333_18,333_15","0.25017547607421875,0.2606877088546753,0.26098817586898804,0.2695140838623047,0.2964351177215576","1) He is optimistic.","1","14.562676429748535,23.945690155029297,43.30809783935547,47.617340087890625,54.63132858276367,53.09416580200195,47.34278106689453","0","0.4","0"
"rag","176","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author’s major criticism of the documentary Mr. Death? 1) The film is offensive.  2) The film does not include a counterargument to Leuchter's argument.  3) The film is shallow and emotionless. 4) The film contains false information. . Answer: ","541","176_33,176_27,176_30,176_28,176_25","0.16016966104507446,0.18454933166503906,0.20140814781188965,0.20728081464767456,0.21115732192993164","4) The film contains false information.","3","14.956954956054688,23.589479446411133,41.59390640258789,47.98331069946289,50.70376205444336,46.280208587646484,45.0749397277832,45.60933303833008,58.466796875","0","0","0"
"rag","347","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Which most closely describes how the author feels? 1) Green OA should not be stifled regardless of cost 2) Gold OA is more successful than green OA 3) If green OA causes too many cancellations, it should be stopped 4) TA publishing is going to lose a lot of money because of green OA. Answer: ","503","347_36,347_18,347_45,347_43,347_21","0.14258581399917603,0.1537642478942871,0.15626537799835205,0.164145827293396,0.16550296545028687","3) If green OA causes too many cancellations, it should be","1","12.689581871032715,28.009258270263672,51.45209503173828,47.820289611816406,43.93364334106445,36.41782760620117,33.83311462402344,36.58203125,41.52731704711914,39.257266998291016,31.799026489257812,45.4973030090332,48.77024459838867,47.71521759033203,43.54031753540039","0","0","0"
"rag","166","15","1","5","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author referencing when they say Christian imperialism? 1) The attempt to change Judaism to include Jesus as messiah 2) The attempt to include Muhammad 3) The New World being colonized by Christians 4) The crusades and other violent acts of Christians. Answer: ","485","166_31,166_14,166_7,166_30,166_29","0.1603865623474121,0.162372887134552,0.17514079809188843,0.1761651635169983,0.18547987937927246","1) The attempt to change Judaism to include Jesus as messiah.","1","12.633018493652344,21.11568832397461,35.95469284057617,39.77640914916992,53.86333465576172,58.422523498535156,42.2359619140625,40.23493194580078,43.73292922973633,34.44218444824219,53.19500732421875,49.39756393432617,45.52597427368164,27.748811721801758,44.59078598022461","0","0.16666666666666669","0"
